date,FRA_real_estate_f1,FRA_real_estate_f2
1999-08-23,,
1999-08-24,,
1999-08-25,,
1999-08-26,,
1999-08-27,,
1999-08-30,,
1999-08-31,,
1999-09-01,,
1999-09-02,,
1999-09-03,,
1999-09-06,,
1999-09-07,,
1999-09-08,,
1999-09-09,,
1999-09-10,,
1999-09-13,,
1999-09-14,,
1999-09-15,,
1999-09-16,,
1999-09-17,,
1999-09-20,,
1999-09-21,,
1999-09-22,,
1999-09-23,,
1999-09-24,,
1999-09-27,,
1999-09-28,,
1999-09-29,,
1999-09-30,,
1999-10-01,,
1999-10-04,,
1999-10-05,,
1999-10-06,,
1999-10-07,,
1999-10-08,,
1999-10-11,,
1999-10-12,,
1999-10-13,,
1999-10-14,,
1999-10-15,,
1999-10-18,,
1999-10-19,,
1999-10-20,,
1999-10-21,,
1999-10-22,,
1999-10-25,,
1999-10-26,,
1999-10-27,,
1999-10-28,,
1999-10-29,,
1999-11-01,,
1999-11-02,,
1999-11-03,,
1999-11-04,,
1999-11-05,,
1999-11-08,,
1999-11-09,,
1999-11-10,,
1999-11-11,,
1999-11-12,,
1999-11-15,,
1999-11-16,,
1999-11-17,,
1999-11-18,,
1999-11-19,,
1999-11-22,,
1999-11-23,,
1999-11-24,,
1999-11-25,,
1999-11-26,,
1999-11-29,,
1999-11-30,,
1999-12-01,,
1999-12-02,,
1999-12-03,,
1999-12-06,,
1999-12-07,,
1999-12-08,,
1999-12-09,,
1999-12-10,,
1999-12-13,,
1999-12-14,,
1999-12-15,,
1999-12-16,,
1999-12-17,,
1999-12-20,,
1999-12-21,,
1999-12-22,,
1999-12-23,,
1999-12-24,,
1999-12-27,,
1999-12-28,,
1999-12-29,,
1999-12-30,,
1999-12-31,,
2000-01-03,,
2000-01-04,,
2000-01-05,,
2000-01-06,,
2000-01-07,,
2000-01-10,,
2000-01-11,,
2000-01-12,,
2000-01-13,,
2000-01-14,,
2000-01-17,,
2000-01-18,,
2000-01-19,,
2000-01-20,,
2000-01-21,,
2000-01-24,,
2000-01-25,,
2000-01-26,,
2000-01-27,,
2000-01-28,,
2000-01-31,1.0004744207692489,-1.001994153829574
2000-02-01,0.9999733753768922,-0.9999696016779787
2000-02-02,0.9999699537619992,-0.9999696016101398
2000-02-03,0.9999699303783933,-0.9999696016101398
2000-02-04,0.9999699302185869,-0.9999696016101398
2000-02-07,0.9999699302174949,-0.9999696016101398
2000-02-08,0.9999699302174874,-0.9999696016101398
2000-02-09,0.9999699302174874,-0.9999696016101398
2000-02-10,0.9999699302174874,-0.9999696016101398
2000-02-11,0.9999699302174874,-0.9999696016101398
2000-02-14,0.9999699302174874,-0.9999696016101398
2000-02-15,0.9999699302174874,-0.9999696016101398
2000-02-16,0.9999699302174874,-0.9999696016101398
2000-02-17,0.9999699302174874,-0.9999696016101398
2000-02-18,0.9999699302174874,-0.9999696016101398
2000-02-21,0.9999699302174874,-0.9999696016101398
2000-02-22,0.9999699302174874,-0.9999696016101398
2000-02-23,0.9999699302174874,-0.9999696016101398
2000-02-24,0.9999699302174874,-0.9999696016101398
2000-02-25,0.9999699302174874,-0.9999696016101398
2000-02-28,0.9999699302174874,-0.9999696016101398
2000-02-29,0.9977053521277214,-0.9945009573708629
2000-03-01,0.9999542657310604,-0.9999692663846392
2000-03-02,0.9999696874379896,-0.9999692665699468
2000-03-03,0.9999697928342398,-0.9999692665699468
2000-03-06,0.9999697935545305,-0.9999692665699468
2000-03-07,0.9999697935594533,-0.9999692665699468
2000-03-08,0.9999697935594868,-0.9999692665699468
2000-03-09,0.999969793559487,-0.9999692665699468
2000-03-10,0.999969793559487,-0.9999692665699468
2000-03-13,0.999969793559487,-0.9999692665699468
2000-03-14,0.999969793559487,-0.9999692665699468
2000-03-15,0.999969793559487,-0.9999692665699468
2000-03-16,0.999969793559487,-0.9999692665699468
2000-03-17,0.999969793559487,-0.9999692665699468
2000-03-20,0.999969793559487,-0.9999692665699468
2000-03-21,0.999969793559487,-0.9999692665699468
2000-03-22,0.999969793559487,-0.9999692665699468
2000-03-23,0.999969793559487,-0.9999692665699468
2000-03-24,0.999969793559487,-0.9999692665699468
2000-03-27,0.999969793559487,-0.9999692665699468
2000-03-28,0.999969793559487,-0.9999692665699468
2000-03-29,0.999969793559487,-0.9999692665699468
2000-03-30,0.999969793559487,-0.9999692665699468
2000-03-31,1.0015329011617695,-0.983872058529423
2000-04-03,0.9999805447715845,-0.9999682527050632
2000-04-04,0.9999699606026485,-0.9999682532594019
2000-04-05,0.9999698882703243,-0.9999682532594019
2000-04-06,0.9999698877759966,-0.9999682532594019
2000-04-07,0.9999698877726183,-0.9999682532594019
2000-04-10,0.9999698877725952,-0.9999682532594019
2000-04-11,0.9999698877725951,-0.9999682532594019
2000-04-12,0.9999698877725951,-0.9999682532594019
2000-04-13,0.9999698877725951,-0.9999682532594019
2000-04-14,0.9999698877725951,-0.9999682532594019
2000-04-17,0.9999698877725951,-0.9999682532594019
2000-04-18,0.9999698877725951,-0.9999682532594019
2000-04-19,0.9999698877725951,-0.9999682532594019
2000-04-20,0.9999698877725951,-0.9999682532594019
2000-04-21,0.9999698877725951,-0.9999682532594019
2000-04-24,0.9999698877725951,-0.9999682532594019
2000-04-25,0.9999698877725951,-0.9999682532594019
2000-04-26,0.9999698877725951,-0.9999682532594019
2000-04-27,0.9999698877725951,-0.9999682532594019
2000-04-28,0.9999698877725951,-0.9999682532594019
2000-05-01,1.0010174595670387,-1.0397119885925858
2000-05-02,0.9999770984089993,-0.9999706339001968
2000-05-03,0.9999699996118737,-0.9999706326401034
2000-05-04,0.9999699510983625,-0.9999706326401034
2000-05-05,0.9999699507668154,-0.9999706326401034
2000-05-08,0.9999699507645495,-0.9999706326401034
2000-05-09,0.9999699507645341,-0.9999706326401034
2000-05-10,0.9999699507645339,-0.9999706326401034
2000-05-11,0.9999699507645339,-0.9999706326401034
2000-05-12,0.9999699507645339,-0.9999706326401034
2000-05-15,0.9999699507645339,-0.9999706326401034
2000-05-16,0.9999699507645339,-0.9999706326401034
2000-05-17,0.9999699507645339,-0.9999706326401034
2000-05-18,0.9999699507645339,-0.9999706326401034
2000-05-19,0.9999699507645339,-0.9999706326401034
2000-05-22,0.9999699507645339,-0.9999706326401034
2000-05-23,0.9999699507645339,-0.9999706326401034
2000-05-24,0.9999699507645339,-0.9999706326401034
2000-05-25,0.9999699507645339,-0.9999706326401034
2000-05-26,0.9999699507645339,-0.9999706326401034
2000-05-29,0.9999699507645339,-0.9999706326401034
2000-05-30,0.9999699507645339,-0.9999706326401034
2000-05-31,1.0045006102985343,-1.0107219311813467
2000-06-01,1.0000009747165977,-0.9999712540802828
2000-06-02,0.9999704313808805,-0.9999712537246989
2000-06-05,0.9999702226536882,-0.9999712537246989
2000-06-06,0.9999702212272219,-0.9999712537246989
2000-06-07,0.9999702212174733,-0.9999712537246989
2000-06-08,0.9999702212174066,-0.9999712537246989
2000-06-09,0.9999702212174062,-0.9999712537246989
2000-06-12,0.9999702212174062,-0.9999712537246989
2000-06-13,0.9999702212174062,-0.9999712537246989
2000-06-14,0.9999702212174062,-0.9999712537246989
2000-06-15,0.9999702212174062,-0.9999712537246989
2000-06-16,0.9999702212174062,-0.9999712537246989
2000-06-19,0.9999702212174062,-0.9999712537246989
2000-06-20,0.9999702212174062,-0.9999712537246989
2000-06-21,0.9999702212174062,-0.9999712537246989
2000-06-22,0.9999702212174062,-0.9999712537246989
2000-06-23,0.9999702212174062,-0.9999712537246989
2000-06-26,0.9999702212174062,-0.9999712537246989
2000-06-27,0.9999702212174062,-0.9999712537246989
2000-06-28,0.9999702212174062,-0.9999712537246989
2000-06-29,0.9999702212174062,-0.9999712537246989
2000-06-30,1.0080734417974297,-1.0094719251737951
2000-07-03,1.0000254117905936,-0.9999717922608901
2000-07-04,0.9999710719238787,-0.9999717919460854
2000-07-05,0.9999707005891851,-0.9999717919460854
2000-07-06,0.9999706980514407,-0.9999717919460854
2000-07-07,0.9999706980340974,-0.9999717919460854
2000-07-10,0.999970698033979,-0.9999717919460854
2000-07-11,0.9999706980339781,-0.9999717919460854
2000-07-12,0.9999706980339781,-0.9999717919460854
2000-07-13,0.9999706980339781,-0.9999717919460854
2000-07-14,0.9999706980339781,-0.9999717919460854
2000-07-17,0.9999706980339781,-0.9999717919460854
2000-07-18,0.9999706980339781,-0.9999717919460854
2000-07-19,0.9999706980339781,-0.9999717919460854
2000-07-20,0.9999706980339781,-0.9999717919460854
2000-07-21,0.9999706980339781,-0.9999717919460854
2000-07-24,0.9999706980339781,-0.9999717919460854
2000-07-25,0.9999706980339781,-0.9999717919460854
2000-07-26,0.9999706980339781,-0.9999717919460854
2000-07-27,0.9999706980339781,-0.9999717919460854
2000-07-28,0.9999706980339781,-0.9999717919460854
2000-07-31,1.013889726158822,-1.0481746449552425
2000-08-01,1.0000646792532824,-0.9999743266847658
2000-08-02,0.9999721337741909,-0.9999743251747923
2000-08-03,0.9999715013956724,-0.9999743251747923
2000-08-04,0.9999714970739259,-0.9999743251747923
2000-08-07,0.9999714970443905,-0.9999743251747923
2000-08-08,0.9999714970441885,-0.9999743251747923
2000-08-09,0.9999714970441873,-0.9999743251747923
2000-08-10,0.9999714970441873,-0.9999743251747923
2000-08-11,0.9999714970441873,-0.9999743251747923
2000-08-14,0.9999714970441873,-0.9999743251747923
2000-08-15,0.9999714970441873,-0.9999743251747923
2000-08-16,0.9999714970441873,-0.9999743251747923
2000-08-17,0.9999714970441873,-0.9999743251747923
2000-08-18,0.9999714970441873,-0.9999743251747923
2000-08-21,0.9999714970441873,-0.9999743251747923
2000-08-22,0.9999714970441873,-0.9999743251747923
2000-08-23,0.9999714970441873,-0.9999743251747923
2000-08-24,0.9999714970441873,-0.9999743251747923
2000-08-25,0.9999714970441873,-0.9999743251747923
2000-08-28,0.9999714970441873,-0.9999743251747923
2000-08-29,0.9999714970441873,-0.9999743251747923
2000-08-30,0.9999714970441873,-0.9999743251747923
2000-08-31,1.0010738933399213,-1.0024876781351115
2000-09-01,0.9999790809111507,-0.9999744537513809
2000-09-04,0.999971611184908,-0.9999744536672291
2000-09-05,0.9999715601364785,-0.9999744536672291
2000-09-06,0.9999715597876074,-0.9999744536672291
2000-09-07,0.9999715597852232,-0.9999744536672291
2000-09-08,0.999971559785207,-0.9999744536672291
2000-09-11,0.9999715597852068,-0.9999744536672291
2000-09-12,0.9999715597852068,-0.9999744536672291
2000-09-13,0.9999715597852068,-0.9999744536672291
2000-09-14,0.9999715597852068,-0.9999744536672291
2000-09-15,0.9999715597852068,-0.9999744536672291
2000-09-18,0.9999715597852068,-0.9999744536672291
2000-09-19,0.9999715597852068,-0.9999744536672291
2000-09-20,0.9999715597852068,-0.9999744536672291
2000-09-21,0.9999715597852068,-0.9999744536672291
2000-09-22,0.9999715597852068,-0.9999744536672291
2000-09-25,0.9999715597852068,-0.9999744536672291
2000-09-26,0.9999715597852068,-0.9999744536672291
2000-09-27,0.9999715597852068,-0.9999744536672291
2000-09-28,0.9999715597852068,-0.9999744536672291
2000-09-29,0.9999715597852068,-0.9999744536672291
2000-10-02,0.9988911544205394,-0.9725898169526495
2000-10-03,0.9999641031305306,-0.9999729948492592
2000-10-04,0.9999714476903477,-0.9999729958088361
2000-10-05,0.9999714978845076,-0.9999729958088363
2000-10-06,0.9999714982275405,-0.9999729958088363
2000-10-09,0.9999714982298847,-0.9999729958088363
2000-10-10,0.9999714982299008,-0.9999729958088363
2000-10-11,0.9999714982299008,-0.9999729958088363
2000-10-12,0.9999714982299008,-0.9999729958088363
2000-10-13,0.9999714982299008,-0.9999729958088363
2000-10-16,0.9999714982299008,-0.9999729958088363
2000-10-17,0.9999714982299008,-0.9999729958088363
2000-10-18,0.9999714982299008,-0.9999729958088363
2000-10-19,0.9999714982299008,-0.9999729958088363
2000-10-20,0.9999714982299008,-0.9999729958088363
2000-10-23,0.9999714982299008,-0.9999729958088363
2000-10-24,0.9999714982299008,-0.9999729958088363
2000-10-25,0.9999714982299008,-0.9999729958088363
2000-10-26,0.9999714982299008,-0.9999729958088363
2000-10-27,0.9999714982299008,-0.9999729958088363
2000-10-30,0.9999714982299008,-0.9999729958088363
2000-10-31,1.002470409285777,-1.0343863420305002
2000-11-01,0.9999886536745801,-0.9999747627193445
2000-11-02,0.9999717564178462,-0.9999747616198515
2000-11-03,0.9999716409429132,-0.9999747616198514
2000-11-06,0.9999716401537438,-0.9999747616198514
2000-11-07,0.9999716401483506,-0.9999747616198514
2000-11-08,0.9999716401483136,-0.9999747616198514
2000-11-09,0.9999716401483134,-0.9999747616198514
2000-11-10,0.9999716401483134,-0.9999747616198514
2000-11-13,0.9999716401483134,-0.9999747616198514
2000-11-14,0.9999716401483134,-0.9999747616198514
2000-11-15,0.9999716401483134,-0.9999747616198514
2000-11-16,0.9999716401483134,-0.9999747616198514
2000-11-17,0.9999716401483134,-0.9999747616198514
2000-11-20,0.9999716401483134,-0.9999747616198514
2000-11-21,0.9999716401483134,-0.9999747616198514
2000-11-22,0.9999716401483134,-0.9999747616198514
2000-11-23,0.9999716401483134,-0.9999747616198514
2000-11-24,0.9999716401483134,-0.9999747616198514
2000-11-27,0.9999716401483134,-0.9999747616198514
2000-11-28,0.9999716401483134,-0.9999747616198514
2000-11-29,0.9999716401483134,-0.9999747616198514
2000-11-30,0.9977723889908874,-0.9949920918540094
2000-12-01,0.9999564365179912,-0.999974508214978
2000-12-04,0.9999714119409492,-0.9999745083836961
2000-12-05,0.9999715142871013,-0.9999745083836961
2000-12-06,0.9999715149865472,-0.9999745083836961
2000-12-07,0.9999715149913274,-0.9999745083836961
2000-12-08,0.99997151499136,-0.9999745083836961
2000-12-11,0.9999715149913604,-0.9999745083836961
2000-12-12,0.9999715149913604,-0.9999745083836961
2000-12-13,0.9999715149913604,-0.9999745083836961
2000-12-14,0.9999715149913604,-0.9999745083836961
2000-12-15,0.9999715149913604,-0.9999745083836961
2000-12-18,0.9999715149913604,-0.9999745083836961
2000-12-19,0.9999715149913604,-0.9999745083836961
2000-12-20,0.9999715149913604,-0.9999745083836961
2000-12-21,0.9999715149913604,-0.9999745083836961
2000-12-22,0.9999715149913604,-0.9999745083836961
2000-12-25,0.9999715149913604,-0.9999745083836961
2000-12-26,0.9999715149913604,-0.9999745083836961
2000-12-27,0.9999715149913604,-0.9999745083836961
2000-12-28,0.9999715149913604,-0.9999745083836961
2000-12-29,0.9999715149913604,-0.9999745083836961
2001-01-01,1.0044658557694766,-1.030550788542814
2001-01-02,1.0000022780339182,-0.9999759985935718
2001-01-03,0.9999719778157525,-0.9999759976112375
2001-01-04,0.9999717707499018,-0.9999759976112375
2001-01-05,0.9999717693347895,-0.9999759976112375
2001-01-08,0.9999717693251186,-0.9999759976112375
2001-01-09,0.9999717693250524,-0.9999759976112375
2001-01-10,0.9999717693250519,-0.9999759976112375
2001-01-11,0.9999717693250519,-0.9999759976112375
2001-01-12,0.9999717693250519,-0.9999759976112375
2001-01-15,0.9999717693250519,-0.9999759976112375
2001-01-16,0.9999717693250519,-0.9999759976112375
2001-01-17,0.9999717693250519,-0.9999759976112375
2001-01-18,0.9999717693250519,-0.9999759976112375
2001-01-19,0.9999717693250519,-0.9999759976112375
2001-01-22,0.9999717693250519,-0.9999759976112375
2001-01-23,0.9999717693250519,-0.9999759976112375
2001-01-24,0.9999717693250519,-0.9999759976112375
2001-01-25,0.9999717693250519,-0.9999759976112375
2001-01-26,0.9999717693250519,-0.9999759976112375
2001-01-29,0.9999717693250519,-0.9999759976112375
2001-01-30,0.9999717693250519,-0.9999759976112375
2001-01-31,1.0001225861550163,-1.0077584347394406
2001-02-01,0.9999728082492966,-0.999976366895016
2001-02-02,0.9999717848806188,-0.9999763666364838
2001-02-05,0.9999717778868051,-0.9999763666364837
2001-02-06,0.9999717778390086,-0.9999763666364837
2001-02-07,0.999971777838682,-0.9999763666364837
2001-02-08,0.9999717778386799,-0.9999763666364837
2001-02-09,0.9999717778386796,-0.9999763666364837
2001-02-12,0.9999717778386796,-0.9999763666364837
2001-02-13,0.9999717778386796,-0.9999763666364837
2001-02-14,0.9999717778386796,-0.9999763666364837
2001-02-15,0.9999717778386796,-0.9999763666364837
2001-02-16,0.9999717778386796,-0.9999763666364837
2001-02-19,0.9999717778386796,-0.9999763666364837
2001-02-20,0.9999717778386796,-0.9999763666364837
2001-02-21,0.9999717778386796,-0.9999763666364837
2001-02-22,0.9999717778386796,-0.9999763666364837
2001-02-23,0.9999717778386796,-0.9999763666364837
2001-02-26,0.9999717778386796,-0.9999763666364837
2001-02-27,0.9999717778386796,-0.9999763666364837
2001-02-28,0.9933871026487129,-0.9855107101185646
2001-03-01,0.9999259592942362,-0.9999756677533705
2001-03-02,0.9999710918725065,-0.9999756682502914
2001-03-05,0.9999714003349873,-0.9999756682502914
2001-03-06,0.9999714024430579,-0.9999756682502914
2001-03-07,0.9999714024574646,-0.9999756682502914
2001-03-08,0.9999714024575631,-0.9999756682502914
2001-03-09,0.9999714024575638,-0.9999756682502914
2001-03-12,0.9999714024575638,-0.9999756682502914
2001-03-13,0.9999714024575638,-0.9999756682502914
2001-03-14,0.9999714024575638,-0.9999756682502914
2001-03-15,0.9999714024575638,-0.9999756682502914
2001-03-16,0.9999714024575638,-0.9999756682502914
2001-03-19,0.9999714024575638,-0.9999756682502914
2001-03-20,0.9999714024575638,-0.9999756682502914
2001-03-21,0.9999714024575638,-0.9999756682502914
2001-03-22,0.9999714024575638,-0.9999756682502914
2001-03-23,0.9999714024575638,-0.9999756682502914
2001-03-26,0.9999714024575638,-0.9999756682502914
2001-03-27,0.9999714024575638,-0.9999756682502914
2001-03-28,0.9999714024575638,-0.9999756682502914
2001-03-29,0.9999714024575638,-0.9999756682502914
2001-03-30,0.9999714024575638,-0.9999756682502914
2001-04-02,0.9919442012466687,-0.9711477904490682
2001-04-03,0.9999154190568522,-0.9999742022826884
2001-04-04,0.9999705582883169,-0.9999742032951033
2001-04-05,0.9999709351478238,-0.9999742032951033
2001-04-06,0.9999709377233283,-0.9999742032951033
2001-04-09,0.9999709377409296,-0.9999742032951033
2001-04-10,0.9999709377410498,-0.9999742032951033
2001-04-11,0.9999709377410508,-0.9999742032951033
2001-04-12,0.9999709377410508,-0.9999742032951033
2001-04-13,0.9999709377410508,-0.9999742032951033
2001-04-16,0.9999709377410508,-0.9999742032951033
2001-04-17,0.9999709377410508,-0.9999742032951033
2001-04-18,0.9999709377410508,-0.9999742032951033
2001-04-19,0.9999709377410508,-0.9999742032951033
2001-04-20,0.9999709377410508,-0.9999742032951033
2001-04-23,0.9999709377410508,-0.9999742032951033
2001-04-24,0.9999709377410508,-0.9999742032951033
2001-04-25,0.9999709377410508,-0.9999742032951033
2001-04-26,0.9999709377410508,-0.9999742032951033
2001-04-27,0.9999709377410508,-0.9999742032951033
2001-04-30,1.0036134584098588,-0.9905042082605384
2001-05-01,0.999995905875729,-0.9999737076703469
2001-05-02,0.9999713175049417,-0.9999737079931938
2001-05-03,0.9999711494713057,-0.9999737079931938
2001-05-04,0.999971148322944,-0.9999737079931938
2001-05-07,0.9999711483150959,-0.9999737079931938
2001-05-08,0.9999711483150423,-0.9999737079931938
2001-05-09,0.9999711483150421,-0.9999737079931938
2001-05-10,0.9999711483150421,-0.9999737079931938
2001-05-11,0.9999711483150421,-0.9999737079931938
2001-05-14,0.9999711483150421,-0.9999737079931938
2001-05-15,0.9999711483150421,-0.9999737079931938
2001-05-16,0.9999711483150421,-0.9999737079931938
2001-05-17,0.9999711483150421,-0.9999737079931938
2001-05-18,0.9999711483150421,-0.9999737079931938
2001-05-21,0.9999711483150421,-0.9999737079931938
2001-05-22,0.9999711483150421,-0.9999737079931938
2001-05-23,0.9999711483150421,-0.9999737079931938
2001-05-24,0.9999711483150421,-0.9999737079931938
2001-05-25,0.9999711483150421,-0.9999737079931938
2001-05-28,0.9999711483150421,-0.9999737079931938
2001-05-29,0.9999711483150421,-0.9999737079931938
2001-05-30,0.9999711483150421,-0.9999737079931938
2001-05-31,0.9933104537697764,-0.9847155552015449
2001-06-01,0.9999247870994548,-0.9999728869045338
2001-06-04,0.9999704458797094,-0.9999728874293098
2001-06-05,0.9999707579388107,-0.9999728874293098
2001-06-06,0.9999707600714611,-0.9999728874293098
2001-06-07,0.9999707600860359,-0.9999728874293098
2001-06-08,0.9999707600861355,-0.9999728874293098
2001-06-11,0.9999707600861362,-0.9999728874293098
2001-06-12,0.9999707600861362,-0.9999728874293098
2001-06-13,0.9999707600861362,-0.9999728874293098
2001-06-14,0.9999707600861362,-0.9999728874293098
2001-06-15,0.9999707600861362,-0.9999728874293098
2001-06-18,0.9999707600861362,-0.9999728874293098
2001-06-19,0.9999707600861362,-0.9999728874293098
2001-06-20,0.9999707600861362,-0.9999728874293098
2001-06-21,0.9999707600861362,-0.9999728874293098
2001-06-22,0.9999707600861362,-0.9999728874293098
2001-06-25,0.9999707600861362,-0.9999728874293098
2001-06-26,0.9999707600861362,-0.9999728874293098
2001-06-27,0.9999707600861362,-0.9999728874293098
2001-06-28,0.9999707600861362,-0.9999728874293098
2001-06-29,0.9999707600861362,-0.9999728874293098
2001-07-02,0.9782596132704864,-0.9217746832106009
2001-07-03,0.9998161399960189,-0.9999680922567353
2001-07-04,0.9999683998476396,-0.9999680952286636
2001-07-05,0.9999694406490685,-0.9999680952286637
2001-07-06,0.9999694477620416,-0.9999680952286637
2001-07-09,0.9999694478106524,-0.9999680952286637
2001-07-10,0.9999694478109847,-0.9999680952286637
2001-07-11,0.9999694478109868,-0.9999680952286637
2001-07-12,0.9999694478109868,-0.9999680952286637
2001-07-13,0.9999694478109868,-0.9999680952286637
2001-07-16,0.9999694478109868,-0.9999680952286637
2001-07-17,0.9999694478109868,-0.9999680952286637
2001-07-18,0.9999694478109868,-0.9999680952286637
2001-07-19,0.9999694478109868,-0.9999680952286637
2001-07-20,0.9999694478109868,-0.9999680952286637
2001-07-23,0.9999694478109868,-0.9999680952286637
2001-07-24,0.9999694478109868,-0.9999680952286637
2001-07-25,0.9999694478109868,-0.9999680952286637
2001-07-26,0.9999694478109868,-0.9999680952286637
2001-07-27,0.9999694478109868,-0.9999680952286637
2001-07-30,0.9999694478109868,-0.9999680952286637
2001-07-31,0.9742878717043006,-1.0130196972721601
2001-08-01,0.9997853664464696,-0.9999689120248741
2001-08-02,0.9999665687081672,-0.9999689115946794
2001-08-03,0.9999678074051488,-0.9999689115946794
2001-08-06,0.9999678158705683,-0.9999689115946794
2001-08-07,0.9999678159284221,-0.9999689115946794
2001-08-08,0.9999678159288173,-0.9999689115946794
2001-08-09,0.9999678159288201,-0.9999689115946794
2001-08-10,0.9999678159288201,-0.9999689115946794
2001-08-13,0.9999678159288201,-0.9999689115946794
2001-08-14,0.9999678159288201,-0.9999689115946794
2001-08-15,0.9999678159288201,-0.9999689115946794
2001-08-16,0.9999678159288201,-0.9999689115946794
2001-08-17,0.9999678159288201,-0.9999689115946794
2001-08-20,0.9999678159288201,-0.9999689115946794
2001-08-21,0.9999678159288201,-0.9999689115946794
2001-08-22,0.9999678159288201,-0.9999689115946794
2001-08-23,0.9999678159288201,-0.9999689115946794
2001-08-24,0.9999678159288201,-0.9999689115946794
2001-08-27,0.9999678159288201,-0.9999689115946794
2001-08-28,0.9999678159288201,-0.9999689115946794
2001-08-29,0.9999678159288201,-0.9999689115946794
2001-08-30,0.9999678159288201,-0.9999689115946794
2001-08-31,0.9987932405340443,-0.9972043261299957
2001-09-03,0.999959699450452,-0.9999687389850914
2001-09-04,0.9999676852366173,-0.9999687390783895
2001-09-05,0.9999677398130962,-0.9999687390783895
2001-09-06,0.9999677401860785,-0.9999687390783895
2001-09-07,0.9999677401886274,-0.9999687390783895
2001-09-10,0.9999677401886449,-0.9999687390783895
2001-09-11,0.999967740188645,-0.9999687390783895
2001-09-12,0.999967740188645,-0.9999687390783895
2001-09-13,0.999967740188645,-0.9999687390783895
2001-09-14,0.999967740188645,-0.9999687390783895
2001-09-17,0.999967740188645,-0.9999687390783895
2001-09-18,0.999967740188645,-0.9999687390783895
2001-09-19,0.999967740188645,-0.9999687390783895
2001-09-20,0.999967740188645,-0.9999687390783895
2001-09-21,0.999967740188645,-0.9999687390783895
2001-09-24,0.999967740188645,-0.9999687390783895
2001-09-25,0.999967740188645,-0.9999687390783895
2001-09-26,0.999967740188645,-0.9999687390783895
2001-09-27,0.999967740188645,-0.9999687390783895
2001-09-28,0.999967740188645,-0.9999687390783895
2001-10-01,0.988543258596621,-0.9855039761177649
2001-10-02,0.9998875700407783,-0.9999678147024624
2001-10-03,0.9999664474126305,-0.999967815199344
2001-10-04,0.9999669865342775,-0.999967815199344
2001-10-05,0.9999669902187026,-0.999967815199344
2001-10-08,0.9999669902438824,-0.999967815199344
2001-10-09,0.9999669902440543,-0.999967815199344
2001-10-10,0.9999669902440557,-0.999967815199344
2001-10-11,0.9999669902440557,-0.999967815199344
2001-10-12,0.9999669902440557,-0.999967815199344
2001-10-15,0.9999669902440557,-0.999967815199344
2001-10-16,0.9999669902440557,-0.999967815199344
2001-10-17,0.9999669902440557,-0.999967815199344
