date,USA_systemic_stress_f1,USA_systemic_stress_f2
2008-07-28,1.3969185417761734,0.7680865400670256
2008-07-29,1.3969185417761734,0.7680865400670256
2008-07-30,1.3969185417761734,0.7680865400670256
2008-07-31,1.3969185417761734,0.7680865400670256
2008-08-01,1.7748054812999368,0.8293712578111185
2008-08-04,1.7748054832145,0.8293712578117979
2008-08-05,1.7748054832145,0.8293712578117979
2008-08-06,1.7748054832145,0.8293712578117979
2008-08-07,1.7748054832145,0.8293712578117979
2008-08-08,1.7748054832145,0.8293712578117979
2008-08-11,1.7748054832145,0.8293712578117979
2008-08-12,1.7748054832145,0.8293712578117979
2008-08-13,1.7748054832145,0.8293712578117979
2008-08-14,1.7748054832145,0.8293712578117979
2008-08-15,1.7748054832145,0.8293712578117979
2008-08-18,1.7748054832145,0.8293712578117979
2008-08-19,1.7748054832145,0.8293712578117979
2008-08-20,1.7748054832145,0.8293712578117979
2008-08-21,1.7748054832145,0.8293712578117979
2008-08-22,1.7748054832145,0.8293712578117979
2008-08-25,1.7748054832145,0.8293712578117979
2008-08-26,1.7748054832145,0.8293712578117979
2008-08-27,1.7748054832145,0.8293712578117979
2008-08-28,1.7748054832145,0.8293712578117979
2008-08-29,1.7748054832145,0.8293712578117979
2008-09-01,1.7748054832145,0.8293712578117979
2008-09-02,1.8174609317828956,0.6652437995499644
2008-09-03,1.8174609320219193,0.6652437995478424
2008-09-04,1.8174609320219193,0.6652437995478424
2008-09-05,1.8174609320219193,0.6652437995478424
2008-09-08,1.8174609320219193,0.6652437995478424
2008-09-09,1.8174609320219193,0.6652437995478424
2008-09-10,1.8174609320219193,0.6652437995478424
2008-09-11,1.8174609320219193,0.6652437995478424
2008-09-12,1.8174609320219193,0.6652437995478424
2008-09-15,1.8174609320219193,0.6652437995478424
2008-09-16,1.8174609320219193,0.6652437995478424
2008-09-17,1.8174609320219193,0.6652437995478424
2008-09-18,1.8174609320219193,0.6652437995478424
2008-09-19,1.8174609320219193,0.6652437995478424
2008-09-22,1.8174609320219193,0.6652437995478424
2008-09-23,1.8174609320219193,0.6652437995478424
2008-09-24,1.8174609320219193,0.6652437995478424
2008-09-25,1.8174609320219193,0.6652437995478424
2008-09-26,1.8174609320219193,0.6652437995478424
2008-09-29,1.8174609320219193,0.6652437995478424
2008-09-30,1.8174609320219193,0.6652437995478424
2008-10-01,4.268574581537036,1.8490140246464717
2008-10-02,4.268574591444859,1.8490140246557345
2008-10-03,4.268574591444859,1.8490140246557345
2008-10-06,4.268574591444859,1.8490140246557345
2008-10-07,4.268574591444859,1.8490140246557345
2008-10-08,4.268574591444859,1.8490140246557345
2008-10-09,4.268574591444859,1.8490140246557345
2008-10-10,4.268574591444859,1.8490140246557345
2008-10-13,4.268574591444859,1.8490140246557345
2008-10-14,4.268574591444859,1.8490140246557345
2008-10-15,4.268574591444859,1.8490140246557345
2008-10-16,4.268574591444859,1.8490140246557345
2008-10-17,4.268574591444859,1.8490140246557345
2008-10-20,4.268574591444859,1.8490140246557345
2008-10-21,4.268574591444859,1.8490140246557345
2008-10-22,4.268574591444859,1.8490140246557345
2008-10-23,4.268574591444859,1.8490140246557345
2008-10-24,4.268574591444859,1.8490140246557345
2008-10-27,4.268574591444859,1.8490140246557345
2008-10-28,4.268574591444859,1.8490140246557345
2008-10-29,4.268574591444859,1.8490140246557345
2008-10-30,4.268574591444859,1.8490140246557345
2008-10-31,4.268574591444859,1.8490140246557345
2008-11-03,5.966350910427229,1.1434563850422192
2008-11-04,5.966350918684178,1.1434563850315937
2008-11-05,5.966350918684178,1.1434563850315937
2008-11-06,5.966350918684178,1.1434563850315937
2008-11-07,5.966350918684178,1.1434563850315937
2008-11-10,5.966350918684178,1.1434563850315937
2008-11-11,5.966350918684178,1.1434563850315937
2008-11-12,5.966350918684178,1.1434563850315937
2008-11-13,5.966350918684178,1.1434563850315937
2008-11-14,5.966350918684178,1.1434563850315937
2008-11-17,5.966350918684178,1.1434563850315937
2008-11-18,5.966350918684178,1.1434563850315937
2008-11-19,5.966350918684178,1.1434563850315937
2008-11-20,5.966350918684178,1.1434563850315937
2008-11-21,5.966350918684178,1.1434563850315937
2008-11-24,5.966350918684178,1.1434563850315937
2008-11-25,5.966350918684178,1.1434563850315937
2008-11-26,5.966350918684178,1.1434563850315937
2008-11-27,5.966350918684178,1.1434563850315937
2008-11-28,5.966350918684178,1.1434563850315937
2008-12-01,5.966350918684178,1.1434563850315937
2008-12-02,5.9364924827111905,0.6368435340129934
2008-12-03,5.936492482541463,0.6368435340048436
2008-12-04,5.936492482541463,0.6368435340048436
2008-12-05,5.936492482541463,0.6368435340048436
2008-12-08,5.936492482541463,0.6368435340048436
2008-12-09,5.936492482541463,0.6368435340048436
2008-12-10,5.936492482541463,0.6368435340048436
2008-12-11,5.936492482541463,0.6368435340048436
2008-12-12,5.936492482541463,0.6368435340048436
2008-12-15,5.936492482541463,0.6368435340048436
2008-12-16,5.936492482541463,0.6368435340048436
2008-12-17,5.936492482541463,0.6368435340048436
2008-12-18,5.936492482541463,0.6368435340048436
2008-12-19,5.936492482541463,0.6368435340048436
2008-12-22,5.936492482541463,0.6368435340048436
2008-12-23,5.936492482541463,0.6368435340048436
2008-12-24,5.936492482541463,0.6368435340048436
2008-12-25,5.936492482541463,0.6368435340048436
2008-12-26,5.936492482541463,0.6368435340048436
2008-12-29,5.936492482541463,0.6368435340048436
2008-12-30,5.936492482541463,0.6368435340048436
2008-12-31,5.936492482541463,0.6368435340048436
2009-01-01,4.539458665015018,1.4462298636633217
2009-01-02,4.539458655874737,1.4462298636700301
2009-01-05,4.539458655874737,1.4462298636700301
2009-01-06,4.539458655874737,1.4462298636700301
2009-01-07,4.539458655874737,1.4462298636700301
2009-01-08,4.539458655874737,1.4462298636700301
2009-01-09,4.539458655874737,1.4462298636700301
2009-01-12,4.539458655874737,1.4462298636700301
2009-01-13,4.539458655874737,1.4462298636700301
2009-01-14,4.539458655874737,1.4462298636700301
2009-01-15,4.539458655874737,1.4462298636700301
2009-01-16,4.539458655874737,1.4462298636700301
2009-01-19,4.539458655874737,1.4462298636700301
2009-01-20,4.539458655874737,1.4462298636700301
2009-01-21,4.539458655874737,1.4462298636700301
2009-01-22,4.539458655874737,1.4462298636700301
2009-01-23,4.539458655874737,1.4462298636700301
2009-01-26,4.539458655874737,1.4462298636700301
2009-01-27,4.539458655874737,1.4462298636700301
2009-01-28,4.539458655874737,1.4462298636700301
2009-01-29,4.539458655874737,1.4462298636700301
2009-01-30,4.539458655874737,1.4462298636700301
2009-02-02,4.539458655874737,1.4462298636700301
2009-02-03,3.860390552745,1.18765566932405
2009-02-04,3.860390548555938,1.1876556693207503
2009-02-05,3.860390548555938,1.1876556693207503
2009-02-06,3.860390548555938,1.1876556693207503
2009-02-09,3.860390548555938,1.1876556693207503
2009-02-10,3.860390548555938,1.1876556693207503
2009-02-11,3.860390548555938,1.1876556693207503
2009-02-12,3.860390548555938,1.1876556693207503
2009-02-13,3.860390548555938,1.1876556693207503
2009-02-16,3.860390548555938,1.1876556693207503
2009-02-17,3.860390548555938,1.1876556693207503
2009-02-18,3.860390548555938,1.1876556693207503
2009-02-19,3.860390548555938,1.1876556693207503
2009-02-20,3.860390548555938,1.1876556693207503
2009-02-23,3.860390548555938,1.1876556693207503
2009-02-24,3.860390548555938,1.1876556693207503
2009-02-25,3.860390548555938,1.1876556693207503
2009-02-26,3.860390548555938,1.1876556693207503
2009-02-27,3.860390548555938,1.1876556693207503
2009-03-02,3.860390548555938,1.1876556693207503
2009-03-03,4.407830857345257,1.100658030848649
2009-03-04,4.407830860256558,1.1006580308476082
2009-03-05,4.407830860256558,1.1006580308476082
2009-03-06,4.407830860256558,1.1006580308476082
2009-03-09,4.407830860256558,1.1006580308476082
2009-03-10,4.407830860256558,1.1006580308476082
2009-03-11,4.407830860256558,1.1006580308476082
2009-03-12,4.407830860256558,1.1006580308476082
2009-03-13,4.407830860256558,1.1006580308476082
2009-03-16,4.407830860256558,1.1006580308476082
2009-03-17,4.407830860256558,1.1006580308476082
2009-03-18,4.407830860256558,1.1006580308476082
2009-03-19,4.407830860256558,1.1006580308476082
2009-03-20,4.407830860256558,1.1006580308476082
2009-03-23,4.407830860256558,1.1006580308476082
2009-03-24,4.407830860256558,1.1006580308476082
2009-03-25,4.407830860256558,1.1006580308476082
2009-03-26,4.407830860256558,1.1006580308476082
2009-03-27,4.407830860256558,1.1006580308476082
2009-03-30,4.407830860256558,1.1006580308476082
2009-03-31,4.407830860256558,1.1006580308476082
2009-04-01,4.253526130007663,1.2084564449606574
2009-04-02,4.253526129116865,1.2084564449618427
2009-04-03,4.253526129116865,1.2084564449618427
2009-04-06,4.253526129116865,1.2084564449618427
2009-04-07,4.253526129116865,1.2084564449618427
2009-04-08,4.253526129116865,1.2084564449618427
2009-04-09,4.253526129116865,1.2084564449618427
2009-04-10,4.253526129116865,1.2084564449618427
2009-04-13,4.253526129116865,1.2084564449618427
2009-04-14,4.253526129116865,1.2084564449618427
2009-04-15,4.253526129116865,1.2084564449618427
2009-04-16,4.253526129116865,1.2084564449618427
2009-04-17,4.253526129116865,1.2084564449618427
2009-04-20,4.253526129116865,1.2084564449618427
2009-04-21,4.253526129116865,1.2084564449618427
2009-04-22,4.253526129116865,1.2084564449618427
2009-04-23,4.253526129116865,1.2084564449618427
2009-04-24,4.253526129116865,1.2084564449618427
2009-04-27,4.253526129116865,1.2084564449618427
2009-04-28,4.253526129116865,1.2084564449618427
2009-04-29,4.253526129116865,1.2084564449618427
2009-04-30,4.253526129116865,1.2084564449618427
2009-05-01,3.2812353870031745,0.5719701119199055
2009-05-04,3.281235380673353,0.5719701119085044
2009-05-05,3.281235380673353,0.5719701119085044
2009-05-06,3.281235380673353,0.5719701119085044
2009-05-07,3.281235380673353,0.5719701119085044
2009-05-08,3.281235380673353,0.5719701119085044
2009-05-11,3.281235380673353,0.5719701119085044
2009-05-12,3.281235380673353,0.5719701119085044
2009-05-13,3.281235380673353,0.5719701119085044
2009-05-14,3.281235380673353,0.5719701119085044
2009-05-15,3.281235380673353,0.5719701119085044
2009-05-18,3.281235380673353,0.5719701119085044
2009-05-19,3.281235380673353,0.5719701119085044
2009-05-20,3.281235380673353,0.5719701119085044
2009-05-21,3.281235380673353,0.5719701119085044
2009-05-22,3.281235380673353,0.5719701119085044
2009-05-25,3.281235380673353,0.5719701119085044
2009-05-26,3.281235380673353,0.5719701119085044
2009-05-27,3.281235380673353,0.5719701119085044
2009-05-28,3.281235380673353,0.5719701119085044
2009-05-29,3.281235380673353,0.5719701119085044
2009-06-01,3.281235380673353,0.5719701119085044
2009-06-02,2.612800061304345,0.5098690016742248
2009-06-03,2.612800057029414,0.5098690016734665
2009-06-04,2.612800057029414,0.5098690016734665
2009-06-05,2.612800057029414,0.5098690016734665
2009-06-08,2.612800057029414,0.5098690016734665
2009-06-09,2.612800057029414,0.5098690016734665
2009-06-10,2.612800057029414,0.5098690016734665
2009-06-11,2.612800057029414,0.5098690016734665
2009-06-12,2.612800057029414,0.5098690016734665
2009-06-15,2.612800057029414,0.5098690016734665
2009-06-16,2.612800057029414,0.5098690016734665
2009-06-17,2.612800057029414,0.5098690016734665
2009-06-18,2.612800057029414,0.5098690016734665
2009-06-19,2.612800057029414,0.5098690016734665
2009-06-22,2.612800057029414,0.5098690016734665
2009-06-23,2.612800057029414,0.5098690016734665
2009-06-24,2.612800057029414,0.5098690016734665
2009-06-25,2.612800057029414,0.5098690016734665
2009-06-26,2.612800057029414,0.5098690016734665
2009-06-29,2.612800057029414,0.5098690016734665
2009-06-30,2.612800057029414,0.5098690016734665
2009-07-01,2.107780251986738,0.41127843112588247
2009-07-02,2.107780248780161,0.4112784311246118
2009-07-03,2.107780248780161,0.4112784311246118
2009-07-06,2.107780248780161,0.4112784311246118
2009-07-07,2.107780248780161,0.4112784311246118
2009-07-08,2.107780248780161,0.4112784311246118
2009-07-09,2.107780248780161,0.4112784311246118
2009-07-10,2.107780248780161,0.4112784311246118
2009-07-13,2.107780248780161,0.4112784311246118
2009-07-14,2.107780248780161,0.4112784311246118
2009-07-15,2.107780248780161,0.4112784311246118
2009-07-16,2.107780248780161,0.4112784311246118
2009-07-17,2.107780248780161,0.4112784311246118
2009-07-20,2.107780248780161,0.4112784311246118
2009-07-21,2.107780248780161,0.4112784311246118
2009-07-22,2.107780248780161,0.4112784311246118
2009-07-23,2.107780248780161,0.4112784311246118
2009-07-24,2.107780248780161,0.4112784311246118
2009-07-27,2.107780248780161,0.4112784311246118
2009-07-28,2.107780248780161,0.4112784311246118
2009-07-29,2.107780248780161,0.4112784311246118
2009-07-30,2.107780248780161,0.4112784311246118
2009-07-31,2.107780248780161,0.4112784311246118
2009-08-03,1.875689223010466,0.09544878137522177
2009-08-04,1.8756892216130614,0.09544878136557322
2009-08-05,1.8756892216130614,0.09544878136557322
2009-08-06,1.8756892216130614,0.09544878136557322
2009-08-07,1.8756892216130614,0.09544878136557322
2009-08-10,1.8756892216130614,0.09544878136557322
2009-08-11,1.8756892216130614,0.09544878136557322
2009-08-12,1.8756892216130614,0.09544878136557322
2009-08-13,1.8756892216130614,0.09544878136557322
2009-08-14,1.8756892216130614,0.09544878136557322
2009-08-17,1.8756892216130614,0.09544878136557322
2009-08-18,1.8756892216130614,0.09544878136557322
2009-08-19,1.8756892216130614,0.09544878136557322
2009-08-20,1.8756892216130614,0.09544878136557322
2009-08-21,1.8756892216130614,0.09544878136557322
2009-08-24,1.8756892216130614,0.09544878136557322
2009-08-25,1.8756892216130614,0.09544878136557322
2009-08-26,1.8756892216130614,0.09544878136557322
2009-08-27,1.8756892216130614,0.09544878136557322
2009-08-28,1.8756892216130614,0.09544878136557322
2009-08-31,1.8756892216130614,0.09544878136557322
2009-09-01,1.7922552987383487,0.188098413238287
2009-09-02,1.7922552982542557,0.18809841323909066
2009-09-03,1.7922552982542557,0.18809841323909066
2009-09-04,1.7922552982542557,0.18809841323909066
2009-09-07,1.7922552982542557,0.18809841323909066
2009-09-08,1.7922552982542557,0.18809841323909066
2009-09-09,1.7922552982542557,0.18809841323909066
2009-09-10,1.7922552982542557,0.18809841323909066
2009-09-11,1.7922552982542557,0.18809841323909066
2009-09-14,1.7922552982542557,0.18809841323909066
2009-09-15,1.7922552982542557,0.18809841323909066
2009-09-16,1.7922552982542557,0.18809841323909066
2009-09-17,1.7922552982542557,0.18809841323909066
2009-09-18,1.7922552982542557,0.18809841323909066
2009-09-21,1.7922552982542557,0.18809841323909066
2009-09-22,1.7922552982542557,0.18809841323909066
2009-09-23,1.7922552982542557,0.18809841323909066
2009-09-24,1.7922552982542557,0.18809841323909066
2009-09-25,1.7922552982542557,0.18809841323909066
2009-09-28,1.7922552982542557,0.18809841323909066
2009-09-29,1.7922552982542557,0.18809841323909066
2009-09-30,1.7922552982542557,0.18809841323909066
2009-10-01,1.4005850630935264,0.09759116969967817
2009-10-02,1.4005850605621806,0.0975911696981535
2009-10-05,1.4005850605621806,0.0975911696981535
2009-10-06,1.4005850605621806,0.0975911696981535
2009-10-07,1.4005850605621806,0.0975911696981535
2009-10-08,1.4005850605621806,0.0975911696981535
2009-10-09,1.4005850605621806,0.0975911696981535
2009-10-12,1.4005850605621806,0.0975911696981535
2009-10-13,1.4005850605621806,0.0975911696981535
2009-10-14,1.4005850605621806,0.0975911696981535
2009-10-15,1.4005850605621806,0.0975911696981535
2009-10-16,1.4005850605621806,0.0975911696981535
2009-10-19,1.4005850605621806,0.0975911696981535
2009-10-20,1.4005850605621806,0.0975911696981535
2009-10-21,1.4005850605621806,0.0975911696981535
2009-10-22,1.4005850605621806,0.0975911696981535
2009-10-23,1.4005850605621806,0.0975911696981535
2009-10-26,1.4005850605621806,0.0975911696981535
2009-10-27,1.4005850605621806,0.0975911696981535
2009-10-28,1.4005850605621806,0.0975911696981535
2009-10-29,1.4005850605621806,0.0975911696981535
2009-10-30,1.4005850605621806,0.0975911696981535
2009-11-02,1.4005850605621806,0.0975911696981535
2009-11-03,1.5464899438504587,0.16470900420998597
2009-11-04,1.5464899446387324,0.16470900421060103
2009-11-05,1.5464899446387324,0.16470900421060103
2009-11-06,1.5464899446387324,0.16470900421060103
2009-11-09,1.5464899446387324,0.16470900421060103
2009-11-10,1.5464899446387324,0.16470900421060103
2009-11-11,1.5464899446387324,0.16470900421060103
2009-11-12,1.5464899446387324,0.16470900421060103
2009-11-13,1.5464899446387324,0.16470900421060103
2009-11-16,1.5464899446387324,0.16470900421060103
2009-11-17,1.5464899446387324,0.16470900421060103
2009-11-18,1.5464899446387324,0.16470900421060103
2009-11-19,1.5464899446387324,0.16470900421060103
2009-11-20,1.5464899446387324,0.16470900421060103
2009-11-23,1.5464899446387324,0.16470900421060103
2009-11-24,1.5464899446387324,0.16470900421060103
2009-11-25,1.5464899446387324,0.16470900421060103
2009-11-26,1.5464899446387324,0.16470900421060103
2009-11-27,1.5464899446387324,0.16470900421060103
2009-11-30,1.5464899446387324,0.16470900421060103
2009-12-01,1.335110110034358,0.1810567301924832
2009-12-02,1.3351101087409267,0.18105673019266283
2009-12-03,1.3351101087409267,0.18105673019266283
2009-12-04,1.3351101087409267,0.18105673019266283
2009-12-07,1.3351101087409267,0.18105673019266283
2009-12-08,1.3351101087409267,0.18105673019266283
2009-12-09,1.3351101087409267,0.18105673019266283
2009-12-10,1.3351101087409267,0.18105673019266283
2009-12-11,1.3351101087409267,0.18105673019266283
2009-12-14,1.3351101087409267,0.18105673019266283
2009-12-15,1.3351101087409267,0.18105673019266283
2009-12-16,1.3351101087409267,0.18105673019266283
2009-12-17,1.3351101087409267,0.18105673019266283
2009-12-18,1.3351101087409267,0.18105673019266283
2009-12-21,1.3351101087409267,0.18105673019266283
2009-12-22,1.3351101087409267,0.18105673019266283
2009-12-23,1.3351101087409267,0.18105673019266283
2009-12-24,1.3351101087409267,0.18105673019266283
2009-12-25,1.3351101087409267,0.18105673019266283
2009-12-28,1.3351101087409267,0.18105673019266283
2009-12-29,1.3351101087409267,0.18105673019266283
2009-12-30,1.3351101087409267,0.18105673019266283
2009-12-31,1.3351101087409267,0.18105673019266283
2010-01-01,1.1245008176513671,0.39054701598003766
2010-01-04,1.1245008163453545,0.3905470159818021
2010-01-05,1.1245008163453545,0.3905470159818021
2010-01-06,1.1245008163453545,0.3905470159818021
2010-01-07,1.1245008163453545,0.3905470159818021
2010-01-08,1.1245008163453545,0.3905470159818021
2010-01-11,1.1245008163453545,0.3905470159818021
2010-01-12,1.1245008163453545,0.3905470159818021
2010-01-13,1.1245008163453545,0.3905470159818021
2010-01-14,1.1245008163453545,0.3905470159818021
2010-01-15,1.1245008163453545,0.3905470159818021
2010-01-18,1.1245008163453545,0.3905470159818021
2010-01-19,1.1245008163453545,0.3905470159818021
2010-01-20,1.1245008163453545,0.3905470159818021
2010-01-21,1.1245008163453545,0.3905470159818021
2010-01-22,1.1245008163453545,0.3905470159818021
2010-01-25,1.1245008163453545,0.3905470159818021
2010-01-26,1.1245008163453545,0.3905470159818021
2010-01-27,1.1245008163453545,0.3905470159818021
2010-01-28,1.1245008163453545,0.3905470159818021
2010-01-29,1.1245008163453545,0.3905470159818021
2010-02-01,1.1245008163453545,0.3905470159818021
2010-02-02,1.21587659118713,0.3176695789476611
2010-02-03,1.215876591685774,0.3176695789467262
2010-02-04,1.215876591685774,0.3176695789467262
2010-02-05,1.215876591685774,0.3176695789467262
2010-02-08,1.215876591685774,0.3176695789467262
2010-02-09,1.215876591685774,0.3176695789467262
2010-02-10,1.215876591685774,0.3176695789467262
2010-02-11,1.215876591685774,0.3176695789467262
2010-02-12,1.215876591685774,0.3176695789467262
2010-02-15,1.215876591685774,0.3176695789467262
2010-02-16,1.215876591685774,0.3176695789467262
2010-02-17,1.215876591685774,0.3176695789467262
2010-02-18,1.215876591685774,0.3176695789467262
2010-02-19,1.215876591685774,0.3176695789467262
2010-02-22,1.215876591685774,0.3176695789467262
2010-02-23,1.215876591685774,0.3176695789467262
2010-02-24,1.215876591685774,0.3176695789467262
2010-02-25,1.215876591685774,0.3176695789467262
2010-02-26,1.215876591685774,0.3176695789467262
2010-03-01,1.215876591685774,0.3176695789467262
2010-03-02,1.0958340679870398,0.10854413736837182
2010-03-03,1.0958340672691018,0.10854413736364647
2010-03-04,1.0958340672691018,0.10854413736364647
2010-03-05,1.0958340672691018,0.10854413736364647
2010-03-08,1.0958340672691018,0.10854413736364647
2010-03-09,1.0958340672691018,0.10854413736364647
2010-03-10,1.0958340672691018,0.10854413736364647
2010-03-11,1.0958340672691018,0.10854413736364647
2010-03-12,1.0958340672691018,0.10854413736364647
2010-03-15,1.0958340672691018,0.10854413736364647
2010-03-16,1.0958340672691018,0.10854413736364647
2010-03-17,1.0958340672691018,0.10854413736364647
2010-03-18,1.0958340672691018,0.10854413736364647
2010-03-19,1.0958340672691018,0.10854413736364647
2010-03-22,1.0958340672691018,0.10854413736364647
2010-03-23,1.0958340672691018,0.10854413736364647
2010-03-24,1.0958340672691018,0.10854413736364647
2010-03-25,1.0958340672691018,0.10854413736364647
2010-03-26,1.0958340672691018,0.10854413736364647
2010-03-29,1.0958340672691018,0.10854413736364647
2010-03-30,1.0958340672691018,0.10854413736364647
2010-03-31,1.0958340672691018,0.10854413736364647
2010-04-01,0.8212189315955701,0.2774163071313471
2010-04-02,0.8212189297781186,0.27741630713269905
2010-04-05,0.8212189297781186,0.27741630713269905
2010-04-06,0.8212189297781186,0.27741630713269905
2010-04-07,0.8212189297781186,0.27741630713269905
2010-04-08,0.8212189297781186,0.27741630713269905
2010-04-09,0.8212189297781186,0.27741630713269905
2010-04-12,0.8212189297781186,0.27741630713269905
2010-04-13,0.8212189297781186,0.27741630713269905
2010-04-14,0.8212189297781186,0.27741630713269905
2010-04-15,0.8212189297781186,0.27741630713269905
2010-04-16,0.8212189297781186,0.27741630713269905
2010-04-19,0.8212189297781186,0.27741630713269905
2010-04-20,0.8212189297781186,0.27741630713269905
2010-04-21,0.8212189297781186,0.27741630713269905
2010-04-22,0.8212189297781186,0.27741630713269905
2010-04-23,0.8212189297781186,0.27741630713269905
2010-04-26,0.8212189297781186,0.27741630713269905
2010-04-27,0.8212189297781186,0.27741630713269905
2010-04-28,0.8212189297781186,0.27741630713269905
2010-04-29,0.8212189297781186,0.27741630713269905
2010-04-30,0.8212189297781186,0.27741630713269905
2010-05-03,0.9034605338154973,0.41822759124931713
2010-05-04,0.9034605342605935,0.4182275912506649
2010-05-05,0.9034605342605935,0.4182275912506649
2010-05-06,0.9034605342605935,0.4182275912506649
2010-05-07,0.9034605342605935,0.4182275912506649
2010-05-10,0.9034605342605935,0.4182275912506649
2010-05-11,0.9034605342605935,0.4182275912506649
2010-05-12,0.9034605342605935,0.4182275912506649
2010-05-13,0.9034605342605935,0.4182275912506649
2010-05-14,0.9034605342605935,0.4182275912506649
2010-05-17,0.9034605342605935,0.4182275912506649
2010-05-18,0.9034605342605935,0.4182275912506649
2010-05-19,0.9034605342605935,0.4182275912506649
2010-05-20,0.9034605342605935,0.4182275912506649
2010-05-21,0.9034605342605935,0.4182275912506649
2010-05-24,0.9034605342605935,0.4182275912506649
2010-05-25,0.9034605342605935,0.4182275912506649
2010-05-26,0.9034605342605935,0.4182275912506649
2010-05-27,0.9034605342605935,0.4182275912506649
2010-05-28,0.9034605342605935,0.4182275912506649
2010-05-31,0.9034605342605935,0.4182275912506649
2010-06-01,1.2965514927842063,0.16379533782666564
2010-06-02,1.2965514946752064,0.16379533782146308
2010-06-03,1.2965514946752064,0.16379533782146308
2010-06-04,1.2965514946752064,0.16379533782146308
2010-06-07,1.2965514946752064,0.16379533782146308
2010-06-08,1.2965514946752064,0.16379533782146308
2010-06-09,1.2965514946752064,0.16379533782146308
2010-06-10,1.2965514946752064,0.16379533782146308
2010-06-11,1.2965514946752064,0.16379533782146308
2010-06-14,1.2965514946752064,0.16379533782146308
2010-06-15,1.2965514946752064,0.16379533782146308
2010-06-16,1.2965514946752064,0.16379533782146308
2010-06-17,1.2965514946752064,0.16379533782146308
2010-06-18,1.2965514946752064,0.16379533782146308
2010-06-21,1.2965514946752064,0.16379533782146308
2010-06-22,1.2965514946752064,0.16379533782146308
2010-06-23,1.2965514946752064,0.16379533782146308
2010-06-24,1.2965514946752064,0.16379533782146308
2010-06-25,1.2965514946752064,0.16379533782146308
2010-06-28,1.2965514946752064,0.16379533782146308
2010-06-29,1.2965514946752064,0.16379533782146308
2010-06-30,1.2965514946752064,0.16379533782146308
2010-07-01,1.5650956675483079,0.22451311033171623
2010-07-02,1.5650956689403555,0.22451311033232052
2010-07-05,1.5650956689403555,0.22451311033232052
2010-07-06,1.5650956689403555,0.22451311033232052
2010-07-07,1.5650956689403555,0.22451311033232052
2010-07-08,1.5650956689403555,0.22451311033232052
2010-07-09,1.5650956689403555,0.22451311033232052
2010-07-12,1.5650956689403555,0.22451311033232052
2010-07-13,1.5650956689403555,0.22451311033232052
2010-07-14,1.5650956689403555,0.22451311033232052
2010-07-15,1.5650956689403555,0.22451311033232052
2010-07-16,1.5650956689403555,0.22451311033232052
2010-07-19,1.5650956689403555,0.22451311033232052
2010-07-20,1.5650956689403555,0.22451311033232052
2010-07-21,1.5650956689403555,0.22451311033232052
2010-07-22,1.5650956689403555,0.22451311033232052
2010-07-23,1.5650956689403555,0.22451311033232052
2010-07-26,1.5650956689403555,0.22451311033232052
2010-07-27,1.5650956689403555,0.22451311033232052
2010-07-28,1.5650956689403555,0.22451311033232052
2010-07-29,1.5650956689403555,0.22451311033232052
2010-07-30,1.5650956689403555,0.22451311033232052
2010-08-02,1.5650956689403555,0.22451311033232052
2010-08-03,1.1191487257441535,0.06621173423867958
2010-08-04,1.1191487227117944,0.0662117342346798
2010-08-05,1.1191487227117944,0.0662117342346798
2010-08-06,1.1191487227117944,0.0662117342346798
2010-08-09,1.1191487227117944,0.0662117342346798
2010-08-10,1.1191487227117944,0.0662117342346798
2010-08-11,1.1191487227117944,0.0662117342346798
2010-08-12,1.1191487227117944,0.0662117342346798
2010-08-13,1.1191487227117944,0.0662117342346798
2010-08-16,1.1191487227117944,0.0662117342346798
2010-08-17,1.1191487227117944,0.0662117342346798
2010-08-18,1.1191487227117944,0.0662117342346798
2010-08-19,1.1191487227117944,0.0662117342346798
2010-08-20,1.1191487227117944,0.0662117342346798
2010-08-23,1.1191487227117944,0.0662117342346798
2010-08-24,1.1191487227117944,0.0662117342346798
2010-08-25,1.1191487227117944,0.0662117342346798
2010-08-26,1.1191487227117944,0.0662117342346798
2010-08-27,1.1191487227117944,0.0662117342346798
2010-08-30,1.1191487227117944,0.0662117342346798
2010-08-31,1.1191487227117944,0.0662117342346798
2010-09-01,0.9327308897922494,0.44251967285666555
2010-09-02,0.932730888629607,0.442519672859155
2010-09-03,0.932730888629607,0.442519672859155
2010-09-06,0.932730888629607,0.442519672859155
2010-09-07,0.932730888629607,0.442519672859155
2010-09-08,0.932730888629607,0.442519672859155
2010-09-09,0.932730888629607,0.442519672859155
2010-09-10,0.932730888629607,0.442519672859155
2010-09-13,0.932730888629607,0.442519672859155
2010-09-14,0.932730888629607,0.442519672859155
2010-09-15,0.932730888629607,0.442519672859155
2010-09-16,0.932730888629607,0.442519672859155
2010-09-17,0.932730888629607,0.442519672859155
2010-09-20,0.932730888629607,0.442519672859155
2010-09-21,0.932730888629607,0.442519672859155
2010-09-22,0.932730888629607,0.442519672859155
2010-09-23,0.932730888629607,0.442519672859155
2010-09-24,0.932730888629607,0.442519672859155
2010-09-27,0.932730888629607,0.442519672859155
2010-09-28,0.932730888629607,0.442519672859155
2010-09-29,0.932730888629607,0.442519672859155
2010-09-30,0.932730888629607,0.442519672859155
2010-10-01,0.7965731166357239,0.3344720820833596
2010-10-04,0.79657311579771,0.33447208208191526
