date,DEU_real_estate_f1,DEU_real_estate_f2
1999-08-23,,
1999-08-24,,
1999-08-25,,
1999-08-26,,
1999-08-27,,
1999-08-30,,
1999-08-31,,
1999-09-01,,
1999-09-02,,
1999-09-03,,
1999-09-06,,
1999-09-07,,
1999-09-08,,
1999-09-09,,
1999-09-10,,
1999-09-13,,
1999-09-14,,
1999-09-15,,
1999-09-16,,
1999-09-17,,
1999-09-20,,
1999-09-21,,
1999-09-22,,
1999-09-23,,
1999-09-24,,
1999-09-27,,
1999-09-28,,
1999-09-29,,
1999-09-30,,
1999-10-01,,
1999-10-04,,
1999-10-05,,
1999-10-06,,
1999-10-07,,
1999-10-08,,
1999-10-11,,
1999-10-12,,
1999-10-13,,
1999-10-14,,
1999-10-15,,
1999-10-18,,
1999-10-19,,
1999-10-20,,
1999-10-21,,
1999-10-22,,
1999-10-25,,
1999-10-26,,
1999-10-27,,
1999-10-28,,
1999-10-29,,
1999-11-01,,
1999-11-02,,
1999-11-03,,
1999-11-04,,
1999-11-05,,
1999-11-08,,
1999-11-09,,
1999-11-10,,
1999-11-11,,
1999-11-12,,
1999-11-15,,
1999-11-16,,
1999-11-17,,
1999-11-18,,
1999-11-19,,
1999-11-22,,
1999-11-23,,
1999-11-24,,
1999-11-25,,
1999-11-26,,
1999-11-29,,
1999-11-30,,
1999-12-01,,
1999-12-02,,
1999-12-03,,
1999-12-06,,
1999-12-07,,
1999-12-08,,
1999-12-09,,
1999-12-10,,
1999-12-13,,
1999-12-14,,
1999-12-15,,
1999-12-16,,
1999-12-17,,
1999-12-20,,
1999-12-21,,
1999-12-22,,
1999-12-23,,
1999-12-24,,
1999-12-27,,
1999-12-28,,
1999-12-29,,
1999-12-30,,
1999-12-31,,
2000-01-03,,
2000-01-04,,
2000-01-05,,
2000-01-06,,
2000-01-07,,
2000-01-10,,
2000-01-11,,
2000-01-12,,
2000-01-13,,
2000-01-14,,
2000-01-17,,
2000-01-18,,
2000-01-19,,
2000-01-20,,
2000-01-21,,
2000-01-24,,
2000-01-25,,
2000-01-26,,
2000-01-27,,
2000-01-28,,
2000-01-31,3.025020032258408,1.8383126964855159
2000-02-01,3.01935213985853,1.840054548980593
2000-02-02,3.019228821622137,1.8400550677499652
2000-02-03,3.0192261410606647,1.8400550679045413
2000-02-04,3.019226082794642,1.8400550679045875
2000-02-07,3.019226081528143,1.8400550679045875
2000-02-08,3.019226081500614,1.8400550679045875
2000-02-09,3.0192260815000154,1.8400550679045875
2000-02-10,3.0192260815000025,1.8400550679045875
2000-02-11,3.019226081500002,1.8400550679045875
2000-02-14,3.019226081500002,1.8400550679045875
2000-02-15,3.019226081500002,1.8400550679045875
2000-02-16,3.019226081500002,1.8400550679045875
2000-02-17,3.019226081500002,1.8400550679045875
2000-02-18,3.019226081500002,1.8400550679045875
2000-02-21,3.019226081500002,1.8400550679045875
2000-02-22,3.019226081500002,1.8400550679045875
2000-02-23,3.019226081500002,1.8400550679045875
2000-02-24,3.019226081500002,1.8400550679045875
2000-02-25,3.019226081500002,1.8400550679045875
2000-02-28,3.019226081500002,1.8400550679045875
2000-02-29,3.019226081500002,1.8400550679045875
2000-03-01,3.0481714668674114,1.8313303915389718
2000-03-02,3.0487975863262875,1.8313277856762022
2000-03-03,3.048811194537434,1.8313277848997398
2000-03-06,3.0488114903314973,1.8313277848995084
2000-03-07,3.0488114967610214,1.8313277848995084
2000-03-08,3.0488114969007767,1.8313277848995084
2000-03-09,3.0488114969038143,1.8313277848995084
2000-03-10,3.0488114969038804,1.8313277848995084
2000-03-13,3.0488114969038818,1.8313277848995084
2000-03-14,3.0488114969038818,1.8313277848995084
2000-03-15,3.0488114969038818,1.8313277848995084
2000-03-16,3.0488114969038818,1.8313277848995084
2000-03-17,3.0488114969038818,1.8313277848995084
2000-03-20,3.0488114969038818,1.8313277848995084
2000-03-21,3.0488114969038818,1.8313277848995084
2000-03-22,3.0488114969038818,1.8313277848995084
2000-03-23,3.0488114969038818,1.8313277848995084
2000-03-24,3.0488114969038818,1.8313277848995084
2000-03-27,3.0488114969038818,1.8313277848995084
2000-03-28,3.0488114969038818,1.8313277848995084
2000-03-29,3.0488114969038818,1.8313277848995084
2000-03-30,3.0488114969038818,1.8313277848995084
2000-03-31,3.0488114969038818,1.8313277848995084
2000-04-03,3.020459584430968,1.8413299847438371
2000-04-04,3.0198403575596027,1.8413329569753742
2000-04-05,3.0198268963312733,1.8413329578610014
2000-04-06,3.0198266037307597,1.8413329578612652
2000-04-07,3.0198265973706513,1.8413329578612654
2000-04-10,3.019826597232405,1.8413329578612654
2000-04-11,3.0198265972294003,1.8413329578612654
2000-04-12,3.019826597229335,1.8413329578612654
2000-04-13,3.019826597229333,1.8413329578612654
2000-04-14,3.019826597229333,1.8413329578612654
2000-04-17,3.019826597229333,1.8413329578612654
2000-04-18,3.019826597229333,1.8413329578612654
2000-04-19,3.019826597229333,1.8413329578612654
2000-04-20,3.019826597229333,1.8413329578612654
2000-04-21,3.019826597229333,1.8413329578612654
2000-04-24,3.019826597229333,1.8413329578612654
2000-04-25,3.019826597229333,1.8413329578612654
2000-04-26,3.019826597229333,1.8413329578612654
2000-04-27,3.019826597229333,1.8413329578612654
2000-04-28,3.019826597229333,1.8413329578612654
2000-05-01,3.019826597229333,1.8413329578612654
2000-05-02,2.9739634357593157,1.8414418927747584
2000-05-03,2.972958674995332,1.8414419252328411
2000-05-04,2.9729368312527744,1.8414419252425127
2000-05-05,2.972936356444713,1.8414419252425156
2000-05-08,2.972936346124052,1.8414419252425156
2000-05-09,2.972936345899717,1.8414419252425156
2000-05-10,2.972936345894841,1.8414419252425156
2000-05-11,2.972936345894735,1.8414419252425156
2000-05-12,2.972936345894732,1.8414419252425156
2000-05-15,2.972936345894732,1.8414419252425156
2000-05-16,2.972936345894732,1.8414419252425156
2000-05-17,2.972936345894732,1.8414419252425156
2000-05-18,2.972936345894732,1.8414419252425156
2000-05-19,2.972936345894732,1.8414419252425156
2000-05-22,2.972936345894732,1.8414419252425156
2000-05-23,2.972936345894732,1.8414419252425156
2000-05-24,2.972936345894732,1.8414419252425156
2000-05-25,2.972936345894732,1.8414419252425156
2000-05-26,2.972936345894732,1.8414419252425156
2000-05-29,2.972936345894732,1.8414419252425156
2000-05-30,2.972936345894732,1.8414419252425156
2000-05-31,2.972936345894732,1.8414419252425156
2000-06-01,3.059771097011064,1.8152778903262292
2000-06-02,3.061631231342239,1.8152700380991305
2000-06-05,3.0616716515828983,1.8152700357594185
2000-06-06,3.0616725301711063,1.8152700357587215
2000-06-07,3.061672549268527,1.815270035758721
2000-06-08,3.061672549683638,1.815270035758721
2000-06-09,3.061672549692661,1.815270035758721
2000-06-12,3.061672549692857,1.815270035758721
2000-06-13,3.061672549692861,1.815270035758721
2000-06-14,3.0616725496928616,1.815270035758721
2000-06-15,3.0616725496928616,1.815270035758721
2000-06-16,3.0616725496928616,1.815270035758721
2000-06-19,3.0616725496928616,1.815270035758721
2000-06-20,3.0616725496928616,1.815270035758721
2000-06-21,3.0616725496928616,1.815270035758721
2000-06-22,3.0616725496928616,1.815270035758721
2000-06-23,3.0616725496928616,1.815270035758721
2000-06-26,3.0616725496928616,1.815270035758721
2000-06-27,3.0616725496928616,1.815270035758721
2000-06-28,3.0616725496928616,1.815270035758721
2000-06-29,3.0616725496928616,1.815270035758721
2000-06-30,3.0616725496928616,1.815270035758721
2000-07-03,3.0535070566848104,1.8046539359935012
2000-07-04,3.053329325044847,1.8046507634359124
2000-07-05,3.0533254616680527,1.804650762490593
2000-07-06,3.0533253776917495,1.8046507624903114
2000-07-07,3.0533253758663994,1.8046507624903112
2000-07-10,3.0533253758267227,1.8046507624903112
2000-07-11,3.0533253758258603,1.8046507624903112
2000-07-12,3.0533253758258416,1.8046507624903112
2000-07-13,3.053325375825841,1.8046507624903112
2000-07-14,3.053325375825841,1.8046507624903112
2000-07-17,3.053325375825841,1.8046507624903112
2000-07-18,3.053325375825841,1.8046507624903112
2000-07-19,3.053325375825841,1.8046507624903112
2000-07-20,3.053325375825841,1.8046507624903112
2000-07-21,3.053325375825841,1.8046507624903112
2000-07-24,3.053325375825841,1.8046507624903112
2000-07-25,3.053325375825841,1.8046507624903112
2000-07-26,3.053325375825841,1.8046507624903112
2000-07-27,3.053325375825841,1.8046507624903112
2000-07-28,3.053325375825841,1.8046507624903112
2000-07-31,3.053325375825841,1.8046507624903112
2000-08-01,3.0920837568881216,1.7997883596805433
2000-08-02,3.0929208346559967,1.799786908885744
2000-08-03,3.0929390272723456,1.7997869084534546
2000-08-04,3.09293942271477,1.7997869084533258
2000-08-07,3.0929394313103,1.7997869084533258
2000-08-08,3.092939431497136,1.7997869084533258
2000-08-09,3.0929394315011973,1.7997869084533258
2000-08-10,3.0929394315012857,1.7997869084533258
2000-08-11,3.0929394315012875,1.7997869084533258
2000-08-14,3.0929394315012875,1.7997869084533258
2000-08-15,3.0929394315012875,1.7997869084533258
2000-08-16,3.0929394315012875,1.7997869084533258
2000-08-17,3.0929394315012875,1.7997869084533258
2000-08-18,3.0929394315012875,1.7997869084533258
2000-08-21,3.0929394315012875,1.7997869084533258
2000-08-22,3.0929394315012875,1.7997869084533258
2000-08-23,3.0929394315012875,1.7997869084533258
2000-08-24,3.0929394315012875,1.7997869084533258
2000-08-25,3.0929394315012875,1.7997869084533258
2000-08-28,3.0929394315012875,1.7997869084533258
2000-08-29,3.0929394315012875,1.7997869084533258
2000-08-30,3.0929394315012875,1.7997869084533258
2000-08-31,3.0929394315012875,1.7997869084533258
2000-09-01,3.104512939365905,1.7962911318894919
2000-09-04,3.1047640277263846,1.7962900892484892
2000-09-05,3.104769485280389,1.7962900889378162
2000-09-06,3.104769603908347,1.7962900889377238
2000-09-07,3.1047696064869026,1.7962900889377236
2000-09-08,3.1047696065429515,1.7962900889377236
2000-09-11,3.1047696065441697,1.7962900889377236
2000-09-12,3.104769606544196,1.7962900889377236
2000-09-13,3.1047696065441968,1.7962900889377236
2000-09-14,3.1047696065441968,1.7962900889377236
2000-09-15,3.1047696065441968,1.7962900889377236
2000-09-18,3.1047696065441968,1.7962900889377236
2000-09-19,3.1047696065441968,1.7962900889377236
2000-09-20,3.1047696065441968,1.7962900889377236
2000-09-21,3.1047696065441968,1.7962900889377236
2000-09-22,3.1047696065441968,1.7962900889377236
2000-09-25,3.1047696065441968,1.7962900889377236
2000-09-26,3.1047696065441968,1.7962900889377236
2000-09-27,3.1047696065441968,1.7962900889377236
2000-09-28,3.1047696065441968,1.7962900889377236
2000-09-29,3.1047696065441968,1.7962900889377236
2000-10-02,3.1047696065441968,1.7962900889377236
2000-10-03,3.1099687546995485,1.7932696615329675
2000-10-04,3.110081669414304,1.79326876078618
2000-10-05,3.1100841237382846,1.7932687605177868
2000-10-06,3.1100841770866503,1.793268760517707
2000-10-09,3.1100841782462565,1.793268760517707
2000-10-10,3.110084178271462,1.793268760517707
2000-10-11,3.11008417827201,1.793268760517707
2000-10-12,3.110084178272022,1.793268760517707
2000-10-13,3.110084178272022,1.793268760517707
2000-10-16,3.110084178272022,1.793268760517707
2000-10-17,3.110084178272022,1.793268760517707
2000-10-18,3.110084178272022,1.793268760517707
2000-10-19,3.110084178272022,1.793268760517707
2000-10-20,3.110084178272022,1.793268760517707
2000-10-23,3.110084178272022,1.793268760517707
2000-10-24,3.110084178272022,1.793268760517707
2000-10-25,3.110084178272022,1.793268760517707
2000-10-26,3.110084178272022,1.793268760517707
2000-10-27,3.110084178272022,1.793268760517707
2000-10-30,3.110084178272022,1.793268760517707
2000-10-31,3.110084178272022,1.793268760517707
2000-11-01,3.072804866390884,1.7945363498481972
2000-11-02,3.0719895214346433,1.7945367274149446
2000-11-03,3.0719717962945703,1.794536727527447
2000-11-06,3.0719714110111154,1.7945367275274806
2000-11-07,3.071971402636405,1.7945367275274806
2000-11-08,3.071971402454368,1.7945367275274806
2000-11-09,3.0719714024504112,1.7945367275274806
2000-11-10,3.071971402450325,1.7945367275274806
2000-11-13,3.0719714024503233,1.7945367275274806
2000-11-14,3.0719714024503233,1.7945367275274806
2000-11-15,3.0719714024503233,1.7945367275274806
2000-11-16,3.0719714024503233,1.7945367275274806
2000-11-17,3.0719714024503233,1.7945367275274806
2000-11-20,3.0719714024503233,1.7945367275274806
2000-11-21,3.0719714024503233,1.7945367275274806
2000-11-22,3.0719714024503233,1.7945367275274806
2000-11-23,3.0719714024503233,1.7945367275274806
2000-11-24,3.0719714024503233,1.7945367275274806
2000-11-27,3.0719714024503233,1.7945367275274806
2000-11-28,3.0719714024503233,1.7945367275274806
2000-11-29,3.0719714024503233,1.7945367275274806
2000-11-30,3.0719714024503233,1.7945367275274806
2000-12-01,3.0603988660854076,1.7980325043215546
2000-12-04,3.060146833797023,1.7980335449358844
2000-12-05,3.0601413552693533,1.7980335452459535
2000-12-06,3.0601412361852853,1.7980335452460459
2000-12-07,3.060141233596816,1.7980335452460459
2000-12-08,3.060141233540552,1.7980335452460459
2000-12-11,3.060141233539329,1.7980335452460459
2000-12-12,3.060141233539302,1.7980335452460459
2000-12-13,3.0601412335393015,1.7980335452460459
2000-12-14,3.0601412335393015,1.7980335452460459
2000-12-15,3.0601412335393015,1.7980335452460459
2000-12-18,3.0601412335393015,1.7980335452460459
2000-12-19,3.0601412335393015,1.7980335452460459
2000-12-20,3.0601412335393015,1.7980335452460459
2000-12-21,3.0601412335393015,1.7980335452460459
2000-12-22,3.0601412335393015,1.7980335452460459
2000-12-25,3.0601412335393015,1.7980335452460459
2000-12-26,3.0601412335393015,1.7980335452460459
2000-12-27,3.0601412335393015,1.7980335452460459
2000-12-28,3.0601412335393015,1.7980335452460459
2000-12-29,3.0601412335393015,1.7980335452460459
2001-01-01,3.0601412335393015,1.7980335452460459
2001-01-02,2.9627853040880034,1.793973297461527
2001-01-03,2.960633578263897,1.7939720862709296
2001-01-04,2.9605867899324974,1.7939720859100343
2001-01-05,2.960585772910216,1.7939720859099269
2001-01-08,2.960585750803718,1.7939720859099269
2001-01-09,2.9605857503232,1.7939720859099269
2001-01-10,2.9605857503127555,1.7939720859099269
2001-01-11,2.9605857503125286,1.7939720859099269
2001-01-12,2.9605857503125237,1.7939720859099269
2001-01-15,2.9605857503125237,1.7939720859099269
2001-01-16,2.9605857503125237,1.7939720859099269
2001-01-17,2.9605857503125237,1.7939720859099269
2001-01-18,2.9605857503125237,1.7939720859099269
2001-01-19,2.9605857503125237,1.7939720859099269
2001-01-22,2.9605857503125237,1.7939720859099269
2001-01-23,2.9605857503125237,1.7939720859099269
2001-01-24,2.9605857503125237,1.7939720859099269
2001-01-25,2.9605857503125237,1.7939720859099269
2001-01-26,2.9605857503125237,1.7939720859099269
2001-01-29,2.9605857503125237,1.7939720859099269
2001-01-30,2.9605857503125237,1.7939720859099269
2001-01-31,2.9605857503125237,1.7939720859099269
2001-02-01,2.8463852503613065,1.8164124909852224
2001-02-02,2.8438520082927337,1.8164191361768371
2001-02-05,2.8437969194449177,1.8164191381568835
2001-02-06,2.84379572199491,1.8164191381574735
2001-02-07,2.843795695966545,1.8164191381574737
2001-02-08,2.8437956954007793,1.8164191381574737
2001-02-09,2.843795695388482,1.8164191381574737
2001-02-12,2.8437956953882146,1.8164191381574737
2001-02-13,2.8437956953882084,1.8164191381574737
2001-02-14,2.8437956953882084,1.8164191381574737
2001-02-15,2.8437956953882084,1.8164191381574737
2001-02-16,2.8437956953882084,1.8164191381574737
2001-02-19,2.8437956953882084,1.8164191381574737
2001-02-20,2.8437956953882084,1.8164191381574737
2001-02-21,2.8437956953882084,1.8164191381574737
2001-02-22,2.8437956953882084,1.8164191381574737
2001-02-23,2.8437956953882084,1.8164191381574737
2001-02-26,2.8437956953882084,1.8164191381574737
2001-02-27,2.8437956953882084,1.8164191381574737
2001-02-28,2.8437956953882084,1.8164191381574737
2001-03-01,2.835111363989437,1.8190434625488756
2001-03-02,2.83492230169864,1.8190442439475214
2001-03-05,2.8349181920081428,1.8190442441803525
2001-03-06,2.834918102677833,1.819044244180422
2001-03-07,2.8349181007361057,1.819044244180422
2001-03-08,2.834918100693899,1.819044244180422
2001-03-09,2.834918100692982,1.819044244180422
2001-03-12,2.834918100692962,1.819044244180422
2001-03-13,2.8349181006929616,1.819044244180422
2001-03-14,2.8349181006929616,1.819044244180422
2001-03-15,2.8349181006929616,1.819044244180422
2001-03-16,2.8349181006929616,1.819044244180422
2001-03-19,2.8349181006929616,1.819044244180422
2001-03-20,2.8349181006929616,1.819044244180422
2001-03-21,2.8349181006929616,1.819044244180422
2001-03-22,2.8349181006929616,1.819044244180422
2001-03-23,2.8349181006929616,1.819044244180422
2001-03-26,2.8349181006929616,1.819044244180422
2001-03-27,2.8349181006929616,1.819044244180422
2001-03-28,2.8349181006929616,1.819044244180422
2001-03-29,2.8349181006929616,1.819044244180422
2001-03-30,2.8349181006929616,1.819044244180422
2001-04-02,2.8349181006929616,1.819044244180422
2001-04-03,2.811891745169711,1.8477832580935711
2001-04-04,2.8113891387908985,1.8477917547672942
2001-04-05,2.811378212894881,1.8477917572990195
2001-04-06,2.8113779754037864,1.8477917572997737
2001-04-09,2.8113779702415638,1.847791757299774
2001-04-10,2.811377970129355,1.847791757299774
2001-04-11,2.811377970126916,1.847791757299774
2001-04-12,2.811377970126863,1.847791757299774
2001-04-13,2.8113779701268617,1.847791757299774
2001-04-16,2.8113779701268617,1.847791757299774
2001-04-17,2.8113779701268617,1.847791757299774
2001-04-18,2.8113779701268617,1.847791757299774
2001-04-19,2.8113779701268617,1.847791757299774
2001-04-20,2.8113779701268617,1.847791757299774
2001-04-23,2.8113779701268617,1.847791757299774
2001-04-24,2.8113779701268617,1.847791757299774
2001-04-25,2.8113779701268617,1.847791757299774
2001-04-26,2.8113779701268617,1.847791757299774
2001-04-27,2.8113779701268617,1.847791757299774
2001-04-30,2.8113779701268617,1.847791757299774
2001-05-01,2.801685248158896,1.85026755638355
2001-05-02,2.8014741900159406,1.8502682935970431
2001-05-03,2.8014696021762786,1.8502682938167085
2001-05-04,2.801469502452667,1.850268293816774
2001-05-07,2.801469500285026,1.850268293816774
2001-05-08,2.801469500237909,1.850268293816774
2001-05-09,2.8014695002368843,1.850268293816774
2001-05-10,2.801469500236862,1.850268293816774
2001-05-11,2.8014695002368617,1.850268293816774
2001-05-14,2.8014695002368617,1.850268293816774
2001-05-15,2.8014695002368617,1.850268293816774
2001-05-16,2.8014695002368617,1.850268293816774
2001-05-17,2.8014695002368617,1.850268293816774
2001-05-18,2.8014695002368617,1.850268293816774
2001-05-21,2.8014695002368617,1.850268293816774
2001-05-22,2.8014695002368617,1.850268293816774
2001-05-23,2.8014695002368617,1.850268293816774
2001-05-24,2.8014695002368617,1.850268293816774
2001-05-25,2.8014695002368617,1.850268293816774
2001-05-28,2.8014695002368617,1.850268293816774
2001-05-29,2.8014695002368617,1.850268293816774
2001-05-30,2.8014695002368617,1.850268293816774
2001-05-31,2.8014695002368617,1.850268293816774
2001-06-01,2.833304036434297,1.8406820183323265
2001-06-04,2.8339920365251783,1.840679154495316
2001-06-05,2.8340069893771735,1.8406791536419855
2001-06-06,2.8340073143988063,1.8406791536417313
2001-06-07,2.8340073214636354,1.8406791536417313
2001-06-08,2.8340073216172,1.8406791536417313
2001-06-11,2.834007321620538,1.8406791536417313
2001-06-12,2.8340073216206103,1.8406791536417313
2001-06-13,2.834007321620612,1.8406791536417313
2001-06-14,2.834007321620612,1.8406791536417313
2001-06-15,2.834007321620612,1.8406791536417313
2001-06-18,2.834007321620612,1.8406791536417313
2001-06-19,2.834007321620612,1.8406791536417313
2001-06-20,2.834007321620612,1.8406791536417313
2001-06-21,2.834007321620612,1.8406791536417313
2001-06-22,2.834007321620612,1.8406791536417313
2001-06-25,2.834007321620612,1.8406791536417313
2001-06-26,2.834007321620612,1.8406791536417313
2001-06-27,2.834007321620612,1.8406791536417313
2001-06-28,2.834007321620612,1.8406791536417313
2001-06-29,2.834007321620612,1.8406791536417313
2001-07-02,2.834007321620612,1.8406791536417313
2001-07-03,2.813643662464124,1.8250123894285255
2001-07-04,2.8131993911506545,1.8250077012019676
2001-07-05,2.8131897334728437,1.8250076998050277
2001-07-06,2.813189523548464,1.8250076998046114
2001-07-09,2.813189518985445,1.8250076998046114
2001-07-10,2.8131895188862606,1.8250076998046114
2001-07-11,2.813189518884105,1.8250076998046114
2001-07-12,2.813189518884058,1.8250076998046114
2001-07-13,2.813189518884057,1.8250076998046114
2001-07-16,2.813189518884057,1.8250076998046114
2001-07-17,2.813189518884057,1.8250076998046114
2001-07-18,2.813189518884057,1.8250076998046114
2001-07-19,2.813189518884057,1.8250076998046114
2001-07-20,2.813189518884057,1.8250076998046114
2001-07-23,2.813189518884057,1.8250076998046114
2001-07-24,2.813189518884057,1.8250076998046114
2001-07-25,2.813189518884057,1.8250076998046114
2001-07-26,2.813189518884057,1.8250076998046114
2001-07-27,2.813189518884057,1.8250076998046114
2001-07-30,2.813189518884057,1.8250076998046114
2001-07-31,2.813189518884057,1.8250076998046114
2001-08-01,2.758244800237231,1.8163028662262195
2001-08-02,2.757038335700791,1.816300266253078
2001-08-03,2.7570121055345758,1.8163002654783706
2001-08-06,2.7570115353800744,1.8163002654781397
2001-08-07,2.757011522986916,1.8163002654781397
2001-08-08,2.757011522717532,1.8163002654781397
2001-08-09,2.7570115227116765,1.8163002654781397
2001-08-10,2.757011522711549,1.8163002654781397
2001-08-13,2.7570115227115464,1.8163002654781397
2001-08-14,2.7570115227115464,1.8163002654781397
2001-08-15,2.7570115227115464,1.8163002654781397
2001-08-16,2.7570115227115464,1.8163002654781397
2001-08-17,2.7570115227115464,1.8163002654781397
2001-08-20,2.7570115227115464,1.8163002654781397
2001-08-21,2.7570115227115464,1.8163002654781397
2001-08-22,2.7570115227115464,1.8163002654781397
2001-08-23,2.7570115227115464,1.8163002654781397
2001-08-24,2.7570115227115464,1.8163002654781397
2001-08-27,2.7570115227115464,1.8163002654781397
2001-08-28,2.7570115227115464,1.8163002654781397
2001-08-29,2.7570115227115464,1.8163002654781397
2001-08-30,2.7570115227115464,1.8163002654781397
2001-08-31,2.7570115227115464,1.8163002654781397
2001-09-03,2.704934608456675,1.831996741256876
2001-09-04,2.7037915009686913,1.8320013982512944
2001-09-05,2.7037666484582203,1.8320013996389246
2001-09-06,2.7037661082493525,1.8320013996393383
2001-09-07,2.703766096507107,1.8320013996393383
2001-09-10,2.7037660962518717,1.8320013996393383
2001-09-11,2.703766096246324,1.8320013996393383
2001-09-12,2.7037660962462033,1.8320013996393383
2001-09-13,2.7037660962462007,1.8320013996393383
2001-09-14,2.7037660962462007,1.8320013996393383
2001-09-17,2.7037660962462007,1.8320013996393383
2001-09-18,2.7037660962462007,1.8320013996393383
2001-09-19,2.7037660962462007,1.8320013996393383
2001-09-20,2.7037660962462007,1.8320013996393383
2001-09-21,2.7037660962462007,1.8320013996393383
2001-09-24,2.7037660962462007,1.8320013996393383
2001-09-25,2.7037660962462007,1.8320013996393383
2001-09-26,2.7037660962462007,1.8320013996393383
2001-09-27,2.7037660962462007,1.8320013996393383
2001-09-28,2.7037660962462007,1.8320013996393383
2001-10-01,2.7037660962462007,1.8320013996393383
2001-10-02,2.672018144674422,1.8561057887195056
2001-10-03,2.671323865768727,1.8561129243890349
2001-10-04,2.6713087725788935,1.856112926515227
2001-10-05,2.6713084445049855,1.8561129265158607
2001-10-08,2.67130843737381,1.8561129265158607
2001-10-09,2.671308437218803,1.8561129265158607
2001-10-10,2.671308437215434,1.8561129265158607
2001-10-11,2.6713084372153606,1.8561129265158607
2001-10-12,2.6713084372153593,1.8561129265158607
2001-10-15,2.6713084372153593,1.8561129265158607
2001-10-16,2.6713084372153593,1.8561129265158607
2001-10-17,2.6713084372153593,1.8561129265158607
2001-10-18,2.6713084372153593,1.8561129265158607
2001-10-19,2.6713084372153593,1.8561129265158607
2001-10-22,2.6713084372153593,1.8561129265158607
2001-10-23,2.6713084372153593,1.8561129265158607
2001-10-24,2.6713084372153593,1.8561129265158607
2001-10-25,2.6713084372153593,1.8561129265158607
2001-10-26,2.6713084372153593,1.8561129265158607
2001-10-29,2.6713084372153593,1.8561129265158607
2001-10-30,2.6713084372153593,1.8561129265158607
2001-10-31,2.6713084372153593,1.8561129265158607
2001-11-01,2.6231173379634503,1.879930273584192
2001-11-02,2.622059997323307,1.8799373254062273
2001-11-05,2.6220370097150005,1.8799373275074358
2001-11-06,2.6220365100428578,1.879937327508062
2001-11-07,2.6220364991817386,1.8799373275080622
2001-11-08,2.622036498945656,1.8799373275080622
2001-11-09,2.6220364989405245,1.8799373275080622
2001-11-12,2.622036498940413,1.8799373275080622
2001-11-13,2.6220364989404104,1.8799373275080622
2001-11-14,2.6220364989404104,1.8799373275080622
2001-11-15,2.6220364989404104,1.8799373275080622
2001-11-16,2.6220364989404104,1.8799373275080622
2001-11-19,2.6220364989404104,1.8799373275080622
2001-11-20,2.6220364989404104,1.8799373275080622
2001-11-21,2.6220364989404104,1.8799373275080622
2001-11-22,2.6220364989404104,1.8799373275080622
2001-11-23,2.6220364989404104,1.8799373275080622
