date,ESP_real_estate_f1,ESP_real_estate_f2
1999-08-23,,
1999-08-24,,
1999-08-25,,
1999-08-26,,
1999-08-27,,
1999-08-30,,
1999-08-31,,
1999-09-01,,
1999-09-02,,
1999-09-03,,
1999-09-06,,
1999-09-07,,
1999-09-08,,
1999-09-09,,
1999-09-10,,
1999-09-13,,
1999-09-14,,
1999-09-15,,
1999-09-16,,
1999-09-17,,
1999-09-20,,
1999-09-21,,
1999-09-22,,
1999-09-23,,
1999-09-24,,
1999-09-27,,
1999-09-28,,
1999-09-29,,
1999-09-30,,
1999-10-01,,
1999-10-04,,
1999-10-05,,
1999-10-06,,
1999-10-07,,
1999-10-08,,
1999-10-11,,
1999-10-12,,
1999-10-13,,
1999-10-14,,
1999-10-15,,
1999-10-18,,
1999-10-19,,
1999-10-20,,
1999-10-21,,
1999-10-22,,
1999-10-25,,
1999-10-26,,
1999-10-27,,
1999-10-28,,
1999-10-29,,
1999-11-01,,
1999-11-02,,
1999-11-03,,
1999-11-04,,
1999-11-05,,
1999-11-08,,
1999-11-09,,
1999-11-10,,
1999-11-11,,
1999-11-12,,
1999-11-15,,
1999-11-16,,
1999-11-17,,
1999-11-18,,
1999-11-19,,
1999-11-22,,
1999-11-23,,
1999-11-24,,
1999-11-25,,
1999-11-26,,
1999-11-29,,
1999-11-30,,
1999-12-01,,
1999-12-02,,
1999-12-03,,
1999-12-06,,
1999-12-07,,
1999-12-08,,
1999-12-09,,
1999-12-10,,
1999-12-13,,
1999-12-14,,
1999-12-15,,
1999-12-16,,
1999-12-17,,
1999-12-20,,
1999-12-21,,
1999-12-22,,
1999-12-23,,
1999-12-24,,
1999-12-27,,
1999-12-28,,
1999-12-29,,
1999-12-30,,
1999-12-31,,
2000-01-03,,
2000-01-04,,
2000-01-05,,
2000-01-06,,
2000-01-07,,
2000-01-10,,
2000-01-11,,
2000-01-12,,
2000-01-13,,
2000-01-14,,
2000-01-17,,
2000-01-18,,
2000-01-19,,
2000-01-20,,
2000-01-21,,
2000-01-24,,
2000-01-25,,
2000-01-26,,
2000-01-27,,
2000-01-28,,
2000-01-31,2.5738381328172326,0.20050806198948629
2000-02-01,2.5560062294391046,0.1910154115875792
2000-02-02,2.5560062294391046,0.1910141070381558
2000-02-03,2.5560062294391046,0.19101410686322182
2000-02-04,2.5560062294391046,0.19101410686319836
2000-02-07,2.5560062294391046,0.19101410686319836
2000-02-08,2.5560062294391046,0.19101410686319836
2000-02-09,2.5560062294391046,0.19101410686319836
2000-02-10,2.5560062294391046,0.19101410686319836
2000-02-11,2.5560062294391046,0.19101410686319836
2000-02-14,2.5560062294391046,0.19101410686319836
2000-02-15,2.5560062294391046,0.19101410686319836
2000-02-16,2.5560062294391046,0.19101410686319836
2000-02-17,2.5560062294391046,0.19101410686319836
2000-02-18,2.5560062294391046,0.19101410686319836
2000-02-21,2.5560062294391046,0.19101410686319836
2000-02-22,2.5560062294391046,0.19101410686319836
2000-02-23,2.5560062294391046,0.19101410686319836
2000-02-24,2.5560062294391046,0.19101410686319836
2000-02-25,2.5560062294391046,0.19101410686319836
2000-02-28,2.5560062294391046,0.19101410686319836
2000-02-29,2.5560062294391046,0.19101410686319836
2000-03-01,2.6156228370378938,0.22108956844629624
2000-03-02,2.6156228370378938,0.22109332707145504
2000-03-03,2.6156228370378938,0.22109332757546313
2000-03-06,2.6156228370378938,0.22109332757553068
2000-03-07,2.6156228370378938,0.2210933275755307
2000-03-08,2.6156228370378938,0.2210933275755307
2000-03-09,2.6156228370378938,0.2210933275755307
2000-03-10,2.6156228370378938,0.2210933275755307
2000-03-13,2.6156228370378938,0.2210933275755307
2000-03-14,2.6156228370378938,0.2210933275755307
2000-03-15,2.6156228370378938,0.2210933275755307
2000-03-16,2.6156228370378938,0.2210933275755307
2000-03-17,2.6156228370378938,0.2210933275755307
2000-03-20,2.6156228370378938,0.2210933275755307
2000-03-21,2.6156228370378938,0.2210933275755307
2000-03-22,2.6156228370378938,0.2210933275755307
2000-03-23,2.6156228370378938,0.2210933275755307
2000-03-24,2.6156228370378938,0.2210933275755307
2000-03-27,2.6156228370378938,0.2210933275755307
2000-03-28,2.6156228370378938,0.2210933275755307
2000-03-29,2.6156228370378938,0.2210933275755307
2000-03-30,2.6156228370378938,0.2210933275755307
2000-03-31,2.6156228370378938,0.2210933275755307
2000-04-03,2.641702813120671,0.23428073941044908
2000-04-04,2.641702813120671,0.23428245799876754
2000-04-05,2.641702813120671,0.23428245822922059
2000-04-06,2.641702813120671,0.23428245822925148
2000-04-07,2.641702813120671,0.23428245822925148
2000-04-10,2.641702813120671,0.23428245822925148
2000-04-11,2.641702813120671,0.23428245822925148
2000-04-12,2.641702813120671,0.23428245822925148
2000-04-13,2.641702813120671,0.23428245822925148
2000-04-14,2.641702813120671,0.23428245822925148
2000-04-17,2.641702813120671,0.23428245822925148
2000-04-18,2.641702813120671,0.23428245822925148
2000-04-19,2.641702813120671,0.23428245822925148
2000-04-20,2.641702813120671,0.23428245822925148
2000-04-21,2.641702813120671,0.23428245822925148
2000-04-24,2.641702813120671,0.23428245822925148
2000-04-25,2.641702813120671,0.23428245822925148
2000-04-26,2.641702813120671,0.23428245822925148
2000-04-27,2.641702813120671,0.23428245822925148
2000-04-28,2.641702813120671,0.23428245822925148
2000-05-01,2.641702813120671,0.23428245822925148
2000-05-02,2.6826873059183427,0.2550323678598965
2000-05-03,2.6826873059183427,0.2550350371094549
2000-05-04,2.6826873059183427,0.2550350374673857
2000-05-05,2.6826873059183427,0.2550350374674337
2000-05-08,2.6826873059183427,0.2550350374674337
2000-05-09,2.6826873059183427,0.2550350374674337
2000-05-10,2.6826873059183427,0.2550350374674337
2000-05-11,2.6826873059183427,0.2550350374674337
2000-05-12,2.6826873059183427,0.2550350374674337
2000-05-15,2.6826873059183427,0.2550350374674337
2000-05-16,2.6826873059183427,0.2550350374674337
2000-05-17,2.6826873059183427,0.2550350374674337
2000-05-18,2.6826873059183427,0.2550350374674337
2000-05-19,2.6826873059183427,0.2550350374674337
2000-05-22,2.6826873059183427,0.2550350374674337
2000-05-23,2.6826873059183427,0.2550350374674337
2000-05-24,2.6826873059183427,0.2550350374674337
2000-05-25,2.6826873059183427,0.2550350374674337
2000-05-26,2.6826873059183427,0.2550350374674337
2000-05-29,2.6826873059183427,0.2550350374674337
2000-05-30,2.6826873059183427,0.2550350374674337
2000-05-31,2.6826873059183427,0.2550350374674337
2000-06-01,2.7311193509565173,0.279592317840127
2000-06-02,2.7311193509565173,0.2795954662113662
2000-06-05,2.7311193509565173,0.27959546663354423
2000-06-06,2.7311193509565173,0.27959546663360085
2000-06-07,2.7311193509565173,0.27959546663360085
2000-06-08,2.7311193509565173,0.27959546663360085
2000-06-09,2.7311193509565173,0.27959546663360085
2000-06-12,2.7311193509565173,0.27959546663360085
2000-06-13,2.7311193509565173,0.27959546663360085
2000-06-14,2.7311193509565173,0.27959546663360085
2000-06-15,2.7311193509565173,0.27959546663360085
2000-06-16,2.7311193509565173,0.27959546663360085
2000-06-19,2.7311193509565173,0.27959546663360085
2000-06-20,2.7311193509565173,0.27959546663360085
2000-06-21,2.7311193509565173,0.27959546663360085
2000-06-22,2.7311193509565173,0.27959546663360085
2000-06-23,2.7311193509565173,0.27959546663360085
2000-06-26,2.7311193509565173,0.27959546663360085
2000-06-27,2.7311193509565173,0.27959546663360085
2000-06-28,2.7311193509565173,0.27959546663360085
2000-06-29,2.7311193509565173,0.27959546663360085
2000-06-30,2.7311193509565173,0.27959546663360085
2000-07-03,2.7870091035966635,0.3079641346234028
2000-07-04,2.7870091035966635,0.3079677634844794
2000-07-05,2.7870091035966635,0.30796776397108816
2000-07-06,2.7870091035966635,0.30796776397115344
2000-07-07,2.7870091035966635,0.30796776397115344
2000-07-10,2.7870091035966635,0.30796776397115344
2000-07-11,2.7870091035966635,0.30796776397115344
2000-07-12,2.7870091035966635,0.30796776397115344
2000-07-13,2.7870091035966635,0.30796776397115344
2000-07-14,2.7870091035966635,0.30796776397115344
2000-07-17,2.7870091035966635,0.30796776397115344
2000-07-18,2.7870091035966635,0.30796776397115344
2000-07-19,2.7870091035966635,0.30796776397115344
2000-07-20,2.7870091035966635,0.30796776397115344
2000-07-21,2.7870091035966635,0.30796776397115344
2000-07-24,2.7870091035966635,0.30796776397115344
2000-07-25,2.7870091035966635,0.30796776397115344
2000-07-26,2.7870091035966635,0.30796776397115344
2000-07-27,2.7870091035966635,0.30796776397115344
2000-07-28,2.7870091035966635,0.30796776397115344
2000-07-31,2.7870091035966635,0.30796776397115344
2000-08-01,2.8615328437873946,0.34583550419673015
2000-08-02,2.8615328437873946,0.345840304028949
2000-08-03,2.8615328437873946,0.3458403046725774
2000-08-04,2.8615328437873946,0.34584030467266375
2000-08-07,2.8615328437873946,0.34584030467266375
2000-08-08,2.8615328437873946,0.34584030467266375
2000-08-09,2.8615328437873946,0.34584030467266375
2000-08-10,2.8615328437873946,0.34584030467266375
2000-08-11,2.8615328437873946,0.34584030467266375
2000-08-14,2.8615328437873946,0.34584030467266375
2000-08-15,2.8615328437873946,0.34584030467266375
2000-08-16,2.8615328437873946,0.34584030467266375
2000-08-17,2.8615328437873946,0.34584030467266375
2000-08-18,2.8615328437873946,0.34584030467266375
2000-08-21,2.8615328437873946,0.34584030467266375
2000-08-22,2.8615328437873946,0.34584030467266375
2000-08-23,2.8615328437873946,0.34584030467266375
2000-08-24,2.8615328437873946,0.34584030467266375
2000-08-25,2.8615328437873946,0.34584030467266375
2000-08-28,2.8615328437873946,0.34584030467266375
2000-08-29,2.8615328437873946,0.34584030467266375
2000-08-30,2.8615328437873946,0.34584030467266375
2000-08-31,2.8615328437873946,0.34584030467266375
2000-09-01,2.921142407006889,0.37616161099660894
2000-09-04,2.921142407006889,0.3761655130364951
2000-09-05,2.921142407006889,0.37616551355973593
2000-09-06,2.921142407006889,0.3761655135598061
2000-09-07,2.921142407006889,0.3761655135598061
2000-09-08,2.921142407006889,0.3761655135598061
2000-09-11,2.921142407006889,0.3761655135598061
2000-09-12,2.921142407006889,0.3761655135598061
2000-09-13,2.921142407006889,0.3761655135598061
2000-09-14,2.921142407006889,0.3761655135598061
2000-09-15,2.921142407006889,0.3761655135598061
2000-09-18,2.921142407006889,0.3761655135598061
2000-09-19,2.921142407006889,0.3761655135598061
2000-09-20,2.921142407006889,0.3761655135598061
2000-09-21,2.921142407006889,0.3761655135598061
2000-09-22,2.921142407006889,0.3761655135598061
2000-09-25,2.921142407006889,0.3761655135598061
2000-09-26,2.921142407006889,0.3761655135598061
2000-09-27,2.921142407006889,0.3761655135598061
2000-09-28,2.921142407006889,0.3761655135598061
2000-09-29,2.921142407006889,0.3761655135598061
2000-10-02,2.921142407006889,0.3761655135598061
2000-10-03,2.99193874554292,0.4121926204248353
2000-10-04,2.99193874554292,0.4121972403236683
2000-10-05,2.99193874554292,0.41219724094316956
2000-10-06,2.99193874554292,0.41219724094325266
2000-10-09,2.99193874554292,0.41219724094325266
2000-10-10,2.99193874554292,0.41219724094325266
2000-10-11,2.99193874554292,0.41219724094325266
2000-10-12,2.99193874554292,0.41219724094325266
2000-10-13,2.99193874554292,0.41219724094325266
2000-10-16,2.99193874554292,0.41219724094325266
2000-10-17,2.99193874554292,0.41219724094325266
2000-10-18,2.99193874554292,0.41219724094325266
2000-10-19,2.99193874554292,0.41219724094325266
2000-10-20,2.99193874554292,0.41219724094325266
2000-10-23,2.99193874554292,0.41219724094325266
2000-10-24,2.99193874554292,0.41219724094325266
2000-10-25,2.99193874554292,0.41219724094325266
2000-10-26,2.99193874554292,0.41219724094325266
2000-10-27,2.99193874554292,0.41219724094325266
2000-10-30,2.99193874554292,0.41219724094325266
2000-10-31,2.99193874554292,0.41219724094325266
2000-11-01,3.01057262251349,0.42168170054930837
2000-11-02,3.01057262251349,0.4216829580619693
2000-11-03,3.01057262251349,0.4216829582305951
2000-11-06,3.01057262251349,0.4216829582306177
2000-11-07,3.01057262251349,0.4216829582306177
2000-11-08,3.01057262251349,0.4216829582306177
2000-11-09,3.01057262251349,0.4216829582306177
2000-11-10,3.01057262251349,0.4216829582306177
2000-11-13,3.01057262251349,0.4216829582306177
2000-11-14,3.01057262251349,0.4216829582306177
2000-11-15,3.01057262251349,0.4216829582306177
2000-11-16,3.01057262251349,0.4216829582306177
2000-11-17,3.01057262251349,0.4216829582306177
2000-11-20,3.01057262251349,0.4216829582306177
2000-11-21,3.01057262251349,0.4216829582306177
2000-11-22,3.01057262251349,0.4216829582306177
2000-11-23,3.01057262251349,0.4216829582306177
2000-11-24,3.01057262251349,0.4216829582306177
2000-11-27,3.01057262251349,0.4216829582306177
2000-11-28,3.01057262251349,0.4216829582306177
2000-11-29,3.01057262251349,0.4216829582306177
2000-11-30,3.01057262251349,0.4216829582306177
2000-12-01,3.036654122747084,0.4349630168938039
2000-12-04,3.036654122747084,0.4349647704929905
2000-12-05,3.036654122747084,0.43496477072813866
2000-12-06,3.036654122747084,0.4349647707281702
2000-12-07,3.036654122747084,0.4349647707281702
2000-12-08,3.036654122747084,0.4349647707281702
2000-12-11,3.036654122747084,0.4349647707281702
2000-12-12,3.036654122747084,0.4349647707281702
2000-12-13,3.036654122747084,0.4349647707281702
2000-12-14,3.036654122747084,0.4349647707281702
2000-12-15,3.036654122747084,0.4349647707281702
2000-12-18,3.036654122747084,0.4349647707281702
2000-12-19,3.036654122747084,0.4349647707281702
2000-12-20,3.036654122747084,0.4349647707281702
2000-12-21,3.036654122747084,0.4349647707281702
2000-12-22,3.036654122747084,0.4349647707281702
2000-12-25,3.036654122747084,0.4349647707281702
2000-12-26,3.036654122747084,0.4349647707281702
2000-12-27,3.036654122747084,0.4349647707281702
2000-12-28,3.036654122747084,0.4349647707281702
2000-12-29,3.036654122747084,0.4349647707281702
2001-01-01,3.036654122747084,0.4349647707281702
2001-01-02,3.0441117072422865,0.43875932929023187
2001-01-03,3.0441117072422865,0.438759835920498
2001-01-04,3.0441117072422865,0.4387598359884345
2001-01-05,3.0441117072422865,0.4387598359884436
2001-01-08,3.0441117072422865,0.4387598359884436
2001-01-09,3.0441117072422865,0.4387598359884436
2001-01-10,3.0441117072422865,0.4387598359884436
2001-01-11,3.0441117072422865,0.4387598359884436
2001-01-12,3.0441117072422865,0.4387598359884436
2001-01-15,3.0441117072422865,0.4387598359884436
2001-01-16,3.0441117072422865,0.4387598359884436
2001-01-17,3.0441117072422865,0.4387598359884436
2001-01-18,3.0441117072422865,0.4387598359884436
2001-01-19,3.0441117072422865,0.4387598359884436
2001-01-22,3.0441117072422865,0.4387598359884436
2001-01-23,3.0441117072422865,0.4387598359884436
2001-01-24,3.0441117072422865,0.4387598359884436
2001-01-25,3.0441117072422865,0.4387598359884436
2001-01-26,3.0441117072422865,0.4387598359884436
2001-01-29,3.0441117072422865,0.4387598359884436
2001-01-30,3.0441117072422865,0.4387598359884436
2001-01-31,3.0441117072422865,0.4387598359884436
2001-02-01,3.0590069021782536,0.44635046374636705
2001-02-02,3.0590069021782536,0.4463514729545851
2001-02-05,3.0590069021782536,0.44635147308991463
2001-02-06,3.0590069021782536,0.4463514730899327
2001-02-07,3.0590069021782536,0.4463514730899327
2001-02-08,3.0590069021782536,0.4463514730899327
2001-02-09,3.0590069021782536,0.4463514730899327
2001-02-12,3.0590069021782536,0.4463514730899327
2001-02-13,3.0590069021782536,0.4463514730899327
2001-02-14,3.0590069021782536,0.4463514730899327
2001-02-15,3.0590069021782536,0.4463514730899327
2001-02-16,3.0590069021782536,0.4463514730899327
2001-02-19,3.0590069021782536,0.4463514730899327
2001-02-20,3.0590069021782536,0.4463514730899327
2001-02-21,3.0590069021782536,0.4463514730899327
2001-02-22,3.0590069021782536,0.4463514730899327
2001-02-23,3.0590069021782536,0.4463514730899327
2001-02-26,3.0590069021782536,0.4463514730899327
2001-02-27,3.0590069021782536,0.4463514730899327
2001-02-28,3.0590069021782536,0.4463514730899327
2001-03-01,3.0143014023289854,0.42358378335604435
2001-03-02,3.0143014023289854,0.4235806482636132
2001-03-05,3.0143014023289854,0.4235806478432118
2001-03-06,3.0143014023289854,0.42358064784315547
2001-03-07,3.0143014023289854,0.4235806478431554
2001-03-08,3.0143014023289854,0.4235806478431554
2001-03-09,3.0143014023289854,0.4235806478431554
2001-03-12,3.0143014023289854,0.4235806478431554
2001-03-13,3.0143014023289854,0.4235806478431554
2001-03-14,3.0143014023289854,0.4235806478431554
2001-03-15,3.0143014023289854,0.4235806478431554
2001-03-16,3.0143014023289854,0.4235806478431554
2001-03-19,3.0143014023289854,0.4235806478431554
2001-03-20,3.0143014023289854,0.4235806478431554
2001-03-21,3.0143014023289854,0.4235806478431554
2001-03-22,3.0143014023289854,0.4235806478431554
2001-03-23,3.0143014023289854,0.4235806478431554
2001-03-26,3.0143014023289854,0.4235806478431554
2001-03-27,3.0143014023289854,0.4235806478431554
2001-03-28,3.0143014023289854,0.4235806478431554
2001-03-29,3.0143014023289854,0.4235806478431554
2001-03-30,3.0143014023289854,0.4235806478431554
2001-04-02,3.0143014023289854,0.4235806478431554
2001-04-03,2.950952365597604,0.39133843900887216
2001-04-04,2.950952365597604,0.3913339373618681
2001-04-05,2.950952365597604,0.39133393675821687
2001-04-06,2.950952365597604,0.39133393675813594
2001-04-09,2.950952365597604,0.39133393675813594
2001-04-10,2.950952365597604,0.39133393675813594
2001-04-11,2.950952365597604,0.39133393675813594
2001-04-12,2.950952365597604,0.39133393675813594
2001-04-13,2.950952365597604,0.39133393675813594
2001-04-16,2.950952365597604,0.39133393675813594
2001-04-17,2.950952365597604,0.39133393675813594
2001-04-18,2.950952365597604,0.39133393675813594
2001-04-19,2.950952365597604,0.39133393675813594
2001-04-20,2.950952365597604,0.39133393675813594
2001-04-23,2.950952365597604,0.39133393675813594
2001-04-24,2.950952365597604,0.39133393675813594
2001-04-25,2.950952365597604,0.39133393675813594
2001-04-26,2.950952365597604,0.39133393675813594
2001-04-27,2.950952365597604,0.39133393675813594
2001-04-30,2.950952365597604,0.39133393675813594
2001-05-01,2.9248711446106905,0.37806265202797357
2001-05-02,2.9248711446106905,0.37806084117722144
2001-05-03,2.9248711446106905,0.37806084093439507
2001-05-04,2.9248711446106905,0.37806084093436254
2001-05-07,2.9248711446106905,0.3780608409343625
2001-05-08,2.9248711446106905,0.3780608409343625
2001-05-09,2.9248711446106905,0.3780608409343625
2001-05-10,2.9248711446106905,0.3780608409343625
2001-05-11,2.9248711446106905,0.3780608409343625
2001-05-14,2.9248711446106905,0.3780608409343625
2001-05-15,2.9248711446106905,0.3780608409343625
2001-05-16,2.9248711446106905,0.3780608409343625
2001-05-17,2.9248711446106905,0.3780608409343625
2001-05-18,2.9248711446106905,0.3780608409343625
2001-05-21,2.9248711446106905,0.3780608409343625
2001-05-22,2.9248711446106905,0.3780608409343625
2001-05-23,2.9248711446106905,0.3780608409343625
2001-05-24,2.9248711446106905,0.3780608409343625
2001-05-25,2.9248711446106905,0.3780608409343625
2001-05-28,2.9248711446106905,0.3780608409343625
2001-05-29,2.9248711446106905,0.3780608409343625
2001-05-30,2.9248711446106905,0.3780608409343625
2001-05-31,2.9248711446106905,0.3780608409343625
2001-06-01,2.909966201890263,0.3704789772593403
2001-06-04,2.909966201890263,0.37047795016559976
2001-06-05,2.909966201890263,0.37047795002787154
2001-06-06,2.909966201890263,0.3704779500278531
2001-06-07,2.909966201890263,0.3704779500278531
2001-06-08,2.909966201890263,0.3704779500278531
2001-06-11,2.909966201890263,0.3704779500278531
2001-06-12,2.909966201890263,0.3704779500278531
2001-06-13,2.909966201890263,0.3704779500278531
2001-06-14,2.909966201890263,0.3704779500278531
2001-06-15,2.909966201890263,0.3704779500278531
2001-06-18,2.909966201890263,0.3704779500278531
2001-06-19,2.909966201890263,0.3704779500278531
2001-06-20,2.909966201890263,0.3704779500278531
2001-06-21,2.909966201890263,0.3704779500278531
2001-06-22,2.909966201890263,0.3704779500278531
2001-06-25,2.909966201890263,0.3704779500278531
2001-06-26,2.909966201890263,0.3704779500278531
2001-06-27,2.909966201890263,0.3704779500278531
2001-06-28,2.909966201890263,0.3704779500278531
2001-06-29,2.909966201890263,0.3704779500278531
2001-07-02,2.909966201890263,0.3704779500278531
2001-07-03,2.87270897482923,0.3515274746865605
2001-07-04,2.87270897482923,0.3515248650196601
2001-07-05,2.87270897482923,0.3515248646697159
2001-07-06,2.87270897482923,0.351524864669669
2001-07-09,2.87270897482923,0.351524864669669
2001-07-10,2.87270897482923,0.351524864669669
2001-07-11,2.87270897482923,0.351524864669669
2001-07-12,2.87270897482923,0.351524864669669
2001-07-13,2.87270897482923,0.351524864669669
2001-07-16,2.87270897482923,0.351524864669669
2001-07-17,2.87270897482923,0.351524864669669
2001-07-18,2.87270897482923,0.351524864669669
2001-07-19,2.87270897482923,0.351524864669669
2001-07-20,2.87270897482923,0.351524864669669
2001-07-23,2.87270897482923,0.351524864669669
2001-07-24,2.87270897482923,0.351524864669669
2001-07-25,2.87270897482923,0.351524864669669
2001-07-26,2.87270897482923,0.351524864669669
2001-07-27,2.87270897482923,0.351524864669669
2001-07-30,2.87270897482923,0.351524864669669
2001-07-31,2.87270897482923,0.351524864669669
2001-08-01,2.8540754351940416,0.3420526524530813
2001-08-02,2.8540754351940416,0.3420513646885714
2001-08-03,2.8540754351940416,0.34205136451588847
2001-08-06,2.8540754351940416,0.34205136451586526
2001-08-07,2.8540754351940416,0.34205136451586526
2001-08-08,2.8540754351940416,0.34205136451586526
2001-08-09,2.8540754351940416,0.34205136451586526
2001-08-10,2.8540754351940416,0.34205136451586526
2001-08-13,2.8540754351940416,0.34205136451586526
2001-08-14,2.8540754351940416,0.34205136451586526
2001-08-15,2.8540754351940416,0.34205136451586526
2001-08-16,2.8540754351940416,0.34205136451586526
2001-08-17,2.8540754351940416,0.34205136451586526
2001-08-20,2.8540754351940416,0.34205136451586526
2001-08-21,2.8540754351940416,0.34205136451586526
2001-08-22,2.8540754351940416,0.34205136451586526
2001-08-23,2.8540754351940416,0.34205136451586526
2001-08-24,2.8540754351940416,0.34205136451586526
2001-08-27,2.8540754351940416,0.34205136451586526
2001-08-28,2.8540754351940416,0.34205136451586526
2001-08-29,2.8540754351940416,0.34205136451586526
2001-08-30,2.8540754351940416,0.34205136451586526
2001-08-31,2.8540754351940416,0.34205136451586526
2001-09-03,2.835451941447856,0.33258141196035135
2001-09-04,2.835451941447856,0.33258012400656733
2001-09-05,2.835451941447856,0.332580123833859
2001-09-06,2.835451941447856,0.33258012383383584
2001-09-07,2.835451941447856,0.33258012383383584
2001-09-10,2.835451941447856,0.33258012383383584
2001-09-11,2.835451941447856,0.33258012383383584
2001-09-12,2.835451941447856,0.33258012383383584
2001-09-13,2.835451941447856,0.33258012383383584
2001-09-14,2.835451941447856,0.33258012383383584
2001-09-17,2.835451941447856,0.33258012383383584
2001-09-18,2.835451941447856,0.33258012383383584
2001-09-19,2.835451941447856,0.33258012383383584
2001-09-20,2.835451941447856,0.33258012383383584
2001-09-21,2.835451941447856,0.33258012383383584
2001-09-24,2.835451941447856,0.33258012383383584
2001-09-25,2.835451941447856,0.33258012383383584
2001-09-26,2.835451941447856,0.33258012383383584
2001-09-27,2.835451941447856,0.33258012383383584
2001-09-28,2.835451941447856,0.33258012383383584
2001-10-01,2.835451941447856,0.33258012383383584
2001-10-02,2.801913785875009,0.3155409787641587
2001-10-03,2.801913785875009,0.31553863220244754
2001-10-04,2.801913785875009,0.3155386318877845
2001-10-05,2.801913785875009,0.31553863188774234
2001-10-08,2.801913785875009,0.31553863188774234
2001-10-09,2.801913785875009,0.31553863188774234
2001-10-10,2.801913785875009,0.31553863188774234
2001-10-11,2.801913785875009,0.31553863188774234
2001-10-12,2.801913785875009,0.31553863188774234
2001-10-15,2.801913785875009,0.31553863188774234
2001-10-16,2.801913785875009,0.31553863188774234
2001-10-17,2.801913785875009,0.31553863188774234
2001-10-18,2.801913785875009,0.31553863188774234
2001-10-19,2.801913785875009,0.31553863188774234
2001-10-22,2.801913785875009,0.31553863188774234
2001-10-23,2.801913785875009,0.31553863188774234
2001-10-24,2.801913785875009,0.31553863188774234
2001-10-25,2.801913785875009,0.31553863188774234
2001-10-26,2.801913785875009,0.31553863188774234
2001-10-29,2.801913785875009,0.31553863188774234
2001-10-30,2.801913785875009,0.31553863188774234
2001-10-31,2.801913785875009,0.31553863188774234
2001-11-01,2.734847984716486,0.2814902219467429
2001-11-02,2.734847984716486,0.2814853800586422
2001-11-05,2.734847984716486,0.28148537940936424
2001-11-06,2.734847984716486,0.28148537940927715
2001-11-07,2.734847984716486,0.28148537940927715
2001-11-08,2.734847984716486,0.28148537940927715
2001-11-09,2.734847984716486,0.28148537940927715
2001-11-12,2.734847984716486,0.28148537940927715
2001-11-13,2.734847984716486,0.28148537940927715
2001-11-14,2.734847984716486,0.28148537940927715
2001-11-15,2.734847984716486,0.28148537940927715
2001-11-16,2.734847984716486,0.28148537940927715
2001-11-19,2.734847984716486,0.28148537940927715
2001-11-20,2.734847984716486,0.28148537940927715
2001-11-21,2.734847984716486,0.28148537940927715
2001-11-22,2.734847984716486,0.28148537940927715
